system_id,molecule,name,metal,facet,group,ref_INT,ref_dint,gallery_cif,dft_Eads_eV,dft_dMX_ang,dft_MX_pair,dft_dint_ang,notes
glycolic_acid_Pd100,glycolic_acid,glycolic_acid,Pd,100,deoxy,C=O,1.21,Pd100_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Pd110,glycolic_acid,glycolic_acid,Pd,110,deoxy,C=O,1.21,Pd110_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Pd111,glycolic_acid,glycolic_acid,Pd,111,deoxy,C=O,1.21,Pd111_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Pt100,glycolic_acid,glycolic_acid,Pt,100,deoxy,C=O,1.21,Pt100_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Pt110,glycolic_acid,glycolic_acid,Pt,110,deoxy,C=O,1.21,Pt110_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Pt111,glycolic_acid,glycolic_acid,Pt,111,deoxy,C=O,1.21,Pt111_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Rh100,glycolic_acid,glycolic_acid,Rh,100,deoxy,C=O,1.21,Rh100_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Rh110,glycolic_acid,glycolic_acid,Rh,110,deoxy,C=O,1.21,Rh110_glycolic_acid_sevennet_omni.cif,,,,,
glycolic_acid_Rh111,glycolic_acid,glycolic_acid,Rh,111,deoxy,C=O,1.21,Rh111_glycolic_acid_sevennet_omni.cif,,,,,
methyl_formate_Ag100,methyl_formate,methyl_formate,Ag,100,deoxy,C=O,1.20,Ag100_methyl_formate.cif,,,,,
methyl_formate_Ag110,methyl_formate,methyl_formate,Ag,110,deoxy,C=O,1.20,Ag110_methyl_formate.cif,,,,,
methyl_formate_Ag111,methyl_formate,methyl_formate,Ag,111,deoxy,C=O,1.20,Ag111_methyl_formate.cif,,,,,
methyl_formate_Au100,methyl_formate,methyl_formate,Au,100,deoxy,C=O,1.20,Au100_methyl_formate.cif,,,,,
methyl_formate_Au110,methyl_formate,methyl_formate,Au,110,deoxy,C=O,1.20,Au110_methyl_formate.cif,,,,,
methyl_formate_Au111,methyl_formate,methyl_formate,Au,111,deoxy,C=O,1.20,Au111_methyl_formate.cif,,,,,
methyl_formate_Cu100,methyl_formate,methyl_formate,Cu,100,deoxy,C=O,1.20,Cu100_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Cu110,methyl_formate,methyl_formate,Cu,110,deoxy,C=O,1.20,Cu110_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Cu111,methyl_formate,methyl_formate,Cu,111,deoxy,C=O,1.20,Cu111_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Ir100,methyl_formate,methyl_formate,Ir,100,deoxy,C=O,1.20,Ir100_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Ir110,methyl_formate,methyl_formate,Ir,110,deoxy,C=O,1.20,Ir110_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Ir111,methyl_formate,methyl_formate,Ir,111,deoxy,C=O,1.20,Ir111_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pd100,methyl_formate,methyl_formate,Pd,100,deoxy,C=O,1.20,Pd100_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pd110,methyl_formate,methyl_formate,Pd,110,deoxy,C=O,1.20,Pd110_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pd111,methyl_formate,methyl_formate,Pd,111,deoxy,C=O,1.20,Pd111_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pt100,methyl_formate,methyl_formate,Pt,100,deoxy,C=O,1.20,Pt100_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pt110,methyl_formate,methyl_formate,Pt,110,deoxy,C=O,1.20,Pt110_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Pt111,methyl_formate,methyl_formate,Pt,111,deoxy,C=O,1.20,Pt111_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Rh100,methyl_formate,methyl_formate,Rh,100,deoxy,C=O,1.20,Rh100_methyl_formate_sevennet_omni.cif,,,,,
methyl_formate_Rh110,methyl_formate,methyl_formate,Rh,110,deoxy,C=O,1.20,Rh110_methyl_formate_sevennet_omni.cif,,,,,
acetal_Ag100,acetal,acetal,Ag,100,deoxy,C-O,1.41,Ag100_acetal_sevennet_omni.cif,,,,,
acetal_Ag110,acetal,acetal,Ag,110,deoxy,C-O,1.41,Ag110_acetal.cif,,,,,
acetal_Ag111,acetal,acetal,Ag,111,deoxy,C-O,1.41,Ag111_acetal_sevennet_omni.cif,,,,,
acetal_Au100,acetal,acetal,Au,100,deoxy,C-O,1.41,Au100_acetal.cif,,,,,
acetal_Au110,acetal,acetal,Au,110,deoxy,C-O,1.41,Au110_acetal.cif,,,,,
acetal_Au111,acetal,acetal,Au,111,deoxy,C-O,1.41,Au111_acetal.cif,,,,,
acetal_Cu100,acetal,acetal,Cu,100,deoxy,C-O,1.41,Cu100_acetal_sevennet_omni.cif,,,,,
acetal_Cu110,acetal,acetal,Cu,110,deoxy,C-O,1.41,Cu110_acetal_sevennet_omni.cif,,,,,
acetal_Cu111,acetal,acetal,Cu,111,deoxy,C-O,1.41,Cu111_acetal_sevennet_omni.cif,,,,,
acetal_Ir100,acetal,acetal,Ir,100,deoxy,C-O,1.41,Ir100_acetal_sevennet_omni.cif,,,,,
acetal_Ir110,acetal,acetal,Ir,110,deoxy,C-O,1.41,Ir110_acetal_sevennet_omni.cif,,,,,
acetal_Ir111,acetal,acetal,Ir,111,deoxy,C-O,1.41,Ir111_acetal_sevennet_omni.cif,,,,,
acetal_Pd100,acetal,acetal,Pd,100,deoxy,C-O,1.41,Pd100_acetal_sevennet_omni.cif,,,,,
acetal_Pd110,acetal,acetal,Pd,110,deoxy,C-O,1.41,Pd110_acetal_sevennet_omni.cif,,,,,
acetal_Pd111,acetal,acetal,Pd,111,deoxy,C-O,1.41,Pd111_acetal_sevennet_omni.cif,,,,,
acetal_Pt100,acetal,acetal,Pt,100,deoxy,C-O,1.41,Pt100_acetal_sevennet_omni.cif,,,,,
acetal_Pt110,acetal,acetal,Pt,110,deoxy,C-O,1.41,Pt110_acetal_sevennet_omni.cif,,,,,
acetal_Pt111,acetal,acetal,Pt,111,deoxy,C-O,1.41,Pt111_acetal_sevennet_omni.cif,,,,,
acetal_Rh100,acetal,acetal,Rh,100,deoxy,C-O,1.41,Rh100_acetal_sevennet_omni.cif,,,,,
acetal_Rh110,acetal,acetal,Rh,110,deoxy,C-O,1.41,Rh110_acetal_sevennet_omni.cif,,,,,
acetal_Rh111,acetal,acetal,Rh,111,deoxy,C-O,1.41,Rh111_acetal_sevennet_omni.cif,,,,,
O2_Ag100,O2,dioxygen,Ag,100,deoxy,O-O,1.21,Ag100_O2_sevennet_omni.cif,,,,,
O2_Ag110,O2,dioxygen,Ag,110,deoxy,O-O,1.21,Ag110_O2_sevennet_omni.cif,,,,,
O2_Ag111,O2,dioxygen,Ag,111,deoxy,O-O,1.21,Ag111_O2_sevennet_omni.cif,,,,,
O2_Au100,O2,dioxygen,Au,100,deoxy,O-O,1.21,Au100_O2_sevennet_omni.cif,,,,,
O2_Au110,O2,dioxygen,Au,110,deoxy,O-O,1.21,Au110_O2_sevennet_omni.cif,,,,,
O2_Au111,O2,dioxygen,Au,111,deoxy,O-O,1.21,Au111_O2_sevennet_omni.cif,,,,,
O2_Cu100,O2,dioxygen,Cu,100,deoxy,O-O,1.21,Cu100_O2_sevennet_omni.cif,,,,,
O2_Cu110,O2,dioxygen,Cu,110,deoxy,O-O,1.21,Cu110_O2_sevennet_omni.cif,,,,,
O2_Cu111,O2,dioxygen,Cu,111,deoxy,O-O,1.21,Cu111_O2_sevennet_omni.cif,,,,,
O2_Ir100,O2,dioxygen,Ir,100,deoxy,O-O,1.21,Ir100_O2_sevennet_omni.cif,,,,,
O2_Ir110,O2,dioxygen,Ir,110,deoxy,O-O,1.21,Ir110_O2_sevennet_omni.cif,,,,,
O2_Ir111,O2,dioxygen,Ir,111,deoxy,O-O,1.21,Ir111_O2_sevennet_omni.cif,,,,,
O2_Pd100,O2,dioxygen,Pd,100,deoxy,O-O,1.21,Pd100_O2_sevennet_omni.cif,,,,,
O2_Pd110,O2,dioxygen,Pd,110,deoxy,O-O,1.21,Pd110_O2_sevennet_omni.cif,,,,,
O2_Pd111,O2,dioxygen,Pd,111,deoxy,O-O,1.21,Pd111_O2_sevennet_omni.cif,,,,,
O2_Pt100,O2,dioxygen,Pt,100,deoxy,O-O,1.21,Pt100_O2_sevennet_omni.cif,,,,,
O2_Pt110,O2,dioxygen,Pt,110,deoxy,O-O,1.21,Pt110_O2_sevennet_omni.cif,,,,,
O2_Pt111,O2,dioxygen,Pt,111,deoxy,O-O,1.21,Pt111_O2_sevennet_omni.cif,,,,,
O2_Rh100,O2,dioxygen,Rh,100,deoxy,O-O,1.21,Rh100_O2_sevennet_omni.cif,,,,,
O2_Rh110,O2,dioxygen,Rh,110,deoxy,O-O,1.21,Rh110_O2_sevennet_omni.cif,,,,,
O2_Rh111,O2,dioxygen,Rh,111,deoxy,O-O,1.21,Rh111_O2_sevennet_omni.cif,,,,,
CH3OH_Cu100,CH3OH,methanol,Cu,100,orig_cupdpt,C-O,1.43,Cu100_methanol_sevennet_omni.cif,,,,,
CH3OH_Cu110,CH3OH,methanol,Cu,110,orig_cupdpt,C-O,1.43,Cu110_methanol.cif,,,,,
CH3OH_Pd100,CH3OH,methanol,Pd,100,orig_cupdpt,C-O,1.43,Pd100_methanol_sevennet_omni.cif,,,,,
CH3OH_Pd110,CH3OH,methanol,Pd,110,orig_cupdpt,C-O,1.43,Pd110_methanol_sevennet_omni.cif,,,,,
CH3OH_Pd111,CH3OH,methanol,Pd,111,orig_cupdpt,C-O,1.43,Pd111_methanol_sevennet_omni.cif,,,,,
CH3OH_Pt100,CH3OH,methanol,Pt,100,orig_cupdpt,C-O,1.43,Pt100_methanol_sevennet_omni.cif,,,,,
CH3OH_Pt110,CH3OH,methanol,Pt,110,orig_cupdpt,C-O,1.43,Pt110_methanol_sevennet_omni.cif,,,,,
CH3OH_Pt111,CH3OH,methanol,Pt,111,orig_cupdpt,C-O,1.43,Pt111_methanol_sevennet_omni.cif,,,,,
CO_Cu100,CO,CO,Cu,100,orig_cupdpt,C-O,1.15,Cu100_CO_sevennet_omni.cif,,,,,
CO_Cu110,CO,CO,Cu,110,orig_cupdpt,C-O,1.15,Cu110_CO_sevennet_omni.cif,,,,,
CO_Pd100,CO,CO,Pd,100,orig_cupdpt,C-O,1.15,Pd100_CO_sevennet_omni.cif,,,,,
CO_Pd110,CO,CO,Pd,110,orig_cupdpt,C-O,1.15,Pd110_CO_sevennet_omni.cif,,,,,
CO_Pt100,CO,CO,Pt,100,orig_cupdpt,C-O,1.15,Pt100_CO_sevennet_omni.cif,,,,,
CO_Pt110,CO,CO,Pt,110,orig_cupdpt,C-O,1.15,Pt110_CO_sevennet_omni.cif,,,,,
CO2_Cu100,CO2,CO2,Cu,100,orig_cupdpt,C-O,1.16,Cu100_CO2_sevennet_omni.cif,,,,,
CO2_Cu110,CO2,CO2,Cu,110,orig_cupdpt,C-O,1.16,Cu110_CO2_sevennet_omni.cif,,,,,
CO2_Pd100,CO2,CO2,Pd,100,orig_cupdpt,C-O,1.16,Pd100_CO2_sevennet_omni.cif,,,,,
CO2_Pd110,CO2,CO2,Pd,110,orig_cupdpt,C-O,1.16,Pd110_CO2_sevennet_omni.cif,,,,,
CO2_Pd111,CO2,CO2,Pd,111,orig_cupdpt,C-O,1.16,Pd111_CO2_sevennet_omni.cif,,,,,
CO2_Pt100,CO2,CO2,Pt,100,orig_cupdpt,C-O,1.16,Pt100_CO2_sevennet_omni.cif,,,,,
CO2_Pt110,CO2,CO2,Pt,110,orig_cupdpt,C-O,1.16,Pt110_CO2_sevennet_omni.cif,,,,,
CO2_Pt111,CO2,CO2,Pt,111,orig_cupdpt,C-O,1.16,Pt111_CO2_sevennet_omni.cif,,,,,
HCOOH_Cu100,HCOOH,formic_acid,Cu,100,orig_cupdpt,,,Cu100_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Cu110,HCOOH,formic_acid,Cu,110,orig_cupdpt,,,Cu110_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pd100,HCOOH,formic_acid,Pd,100,orig_cupdpt,,,Pd100_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pd110,HCOOH,formic_acid,Pd,110,orig_cupdpt,,,Pd110_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pd111,HCOOH,formic_acid,Pd,111,orig_cupdpt,,,Pd111_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pt100,HCOOH,formic_acid,Pt,100,orig_cupdpt,,,Pt100_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pt110,HCOOH,formic_acid,Pt,110,orig_cupdpt,,,Pt110_formic_acid_sevennet_omni.cif,,,,,
HCOOH_Pt111,HCOOH,formic_acid,Pt,111,orig_cupdpt,,,Pt111_formic_acid_sevennet_omni.cif,,,,,
C2H4_Cu100,C2H4,ethylene,Cu,100,orig_cupdpt,C-C,1.49,Cu100_ethylene.cif,,,,,
C2H4_Cu110,C2H4,ethylene,Cu,110,orig_cupdpt,C-C,1.49,Cu110_ethylene.cif,,,,,
C2H4_Cu111,C2H4,ethylene,Cu,111,orig_cupdpt,C-C,1.49,Cu111_ethylene_sevennet_omni.cif,,,,,
C2H4_Pd100,C2H4,ethylene,Pd,100,orig_cupdpt,C-C,1.49,Pd100_ethylene_sevennet_omni.cif,,,,,
C2H4_Pd110,C2H4,ethylene,Pd,110,orig_cupdpt,C-C,1.49,Pd110_ethylene_sevennet_omni.cif,,,,,
C2H4_Pd111,C2H4,ethylene,Pd,111,orig_cupdpt,C-C,1.49,Pd111_ethylene_sevennet_omni.cif,,,,,
C2H4_Pt100,C2H4,ethylene,Pt,100,orig_cupdpt,C-C,1.49,Pt100_ethylene_sevennet_omni.cif,,,,,
C2H4_Pt110,C2H4,ethylene,Pt,110,orig_cupdpt,C-C,1.49,Pt110_ethylene_sevennet_omni.cif,,,,,
C2H6_Cu100,C2H6,ethane,Cu,100,orig_cupdpt,C-C,1.53,Cu100_ethane_sevennet_omni.cif,,,,,
C2H6_Cu110,C2H6,ethane,Cu,110,orig_cupdpt,C-C,1.53,Cu110_ethane_sevennet_omni.cif,,,,,
C2H6_Cu111,C2H6,ethane,Cu,111,orig_cupdpt,C-C,1.53,Cu111_ethane_sevennet_omni.cif,,,,,
C2H6_Pd100,C2H6,ethane,Pd,100,orig_cupdpt,C-C,1.53,Pd100_ethane.cif,,,,,
C2H6_Pd110,C2H6,ethane,Pd,110,orig_cupdpt,C-C,1.53,Pd110_ethane.cif,,,,,
C2H6_Pd111,C2H6,ethane,Pd,111,orig_cupdpt,C-C,1.53,Pd111_ethane.cif,,,,,
C2H6_Pt100,C2H6,ethane,Pt,100,orig_cupdpt,C-C,1.53,Pt100_ethane.cif,,,,,
C2H6_Pt110,C2H6,ethane,Pt,110,orig_cupdpt,C-C,1.53,Pt110_ethane.cif,,,,,
CH3_Cu100,CH3,methyl,Cu,100,orig_cupdpt,C-H,1.09,Cu100_CH3_sevennet_omni.cif,,,,,
CH3_Cu110,CH3,methyl,Cu,110,orig_cupdpt,C-H,1.09,Cu110_CH3_sevennet_omni.cif,,,,,
CH3_Cu111,CH3,methyl,Cu,111,orig_cupdpt,C-H,1.09,Cu111_CH3_sevennet_omni.cif,,,,,
CH3_Pd100,CH3,methyl,Pd,100,orig_cupdpt,C-H,1.09,Pd100_CH3_sevennet_omni.cif,,,,,
CH3_Pd110,CH3,methyl,Pd,110,orig_cupdpt,C-H,1.09,Pd110_CH3_sevennet_omni.cif,,,,,
CH3_Pd111,CH3,methyl,Pd,111,orig_cupdpt,C-H,1.09,Pd111_CH3_sevennet_omni.cif,,,,,
CH3_Pt100,CH3,methyl,Pt,100,orig_cupdpt,C-H,1.09,Pt100_CH3_sevennet_omni.cif,,,,,
CH3_Pt110,CH3,methyl,Pt,110,orig_cupdpt,C-H,1.09,Pt110_CH3_sevennet_omni.cif,,,,,
CH3CH2OH_Cu100,CH3CH2OH,ethanol,Cu,100,orig_cupdpt,C-O,1.43,Cu100_ethanol_sevennet_omni.cif,,,,,
CH3CH2OH_Cu110,CH3CH2OH,ethanol,Cu,110,orig_cupdpt,C-O,1.43,Cu110_ethanol.cif,,,,,
CH3CH2OH_Cu111,CH3CH2OH,ethanol,Cu,111,orig_cupdpt,C-O,1.43,Cu111_ethanol_sevennet_omni.cif,,,,,
CH3CH2OH_Pd100,CH3CH2OH,ethanol,Pd,100,orig_cupdpt,C-O,1.43,Pd100_ethanol.cif,,,,,
CH3CH2OH_Pd110,CH3CH2OH,ethanol,Pd,110,orig_cupdpt,C-O,1.43,Pd110_ethanol.cif,,,,,
CH3CH2OH_Pd111,CH3CH2OH,ethanol,Pd,111,orig_cupdpt,C-O,1.43,Pd111_ethanol.cif,,,,,
CH3CH2OH_Pt100,CH3CH2OH,ethanol,Pt,100,orig_cupdpt,C-O,1.43,Pt100_ethanol.cif,,,,,
CH3CH2OH_Pt110,CH3CH2OH,ethanol,Pt,110,orig_cupdpt,C-O,1.43,Pt110_ethanol.cif,,,,,
CH3CHO_Cu100,CH3CHO,acetaldehyde,Cu,100,orig_cupdpt,C-O,1.22,Cu100_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Cu110,CH3CHO,acetaldehyde,Cu,110,orig_cupdpt,C-O,1.22,Cu110_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Cu111,CH3CHO,acetaldehyde,Cu,111,orig_cupdpt,C-O,1.22,Cu111_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Pd100,CH3CHO,acetaldehyde,Pd,100,orig_cupdpt,C-O,1.22,Pd100_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Pd110,CH3CHO,acetaldehyde,Pd,110,orig_cupdpt,C-O,1.22,Pd110_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Pd111,CH3CHO,acetaldehyde,Pd,111,orig_cupdpt,C-O,1.22,Pd111_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Pt100,CH3CHO,acetaldehyde,Pt,100,orig_cupdpt,C-O,1.22,Pt100_acetaldehyde_sevennet_omni.cif,,,,,
CH3CHO_Pt110,CH3CHO,acetaldehyde,Pt,110,orig_cupdpt,C-O,1.22,Pt110_acetaldehyde_sevennet_omni.cif,,,,,
CH3COOH_Cu100,CH3COOH,acetic_acid,Cu,100,orig_cupdpt,C-C,1.5,Cu100_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Cu110,CH3COOH,acetic_acid,Cu,110,orig_cupdpt,C-C,1.5,Cu110_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Cu111,CH3COOH,acetic_acid,Cu,111,orig_cupdpt,C-C,1.5,Cu111_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Pd100,CH3COOH,acetic_acid,Pd,100,orig_cupdpt,C-C,1.5,Pd100_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Pd110,CH3COOH,acetic_acid,Pd,110,orig_cupdpt,C-C,1.5,Pd110_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Pd111,CH3COOH,acetic_acid,Pd,111,orig_cupdpt,C-C,1.5,Pd111_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Pt100,CH3COOH,acetic_acid,Pt,100,orig_cupdpt,C-C,1.5,Pt100_acetic_acid_sevennet_omni.cif,,,,,
CH3COOH_Pt110,CH3COOH,acetic_acid,Pt,110,orig_cupdpt,C-C,1.5,Pt110_acetic_acid_sevennet_omni.cif,,,,,
CH3OCH3_Cu100,CH3OCH3,DME,Cu,100,orig_cupdpt,C-O,1.41,Cu100_DME.cif,,,,,
CH3OCH3_Cu110,CH3OCH3,DME,Cu,110,orig_cupdpt,C-O,1.41,Cu110_DME.cif,,,,,
CH3OCH3_Cu111,CH3OCH3,DME,Cu,111,orig_cupdpt,C-O,1.41,Cu111_DME.cif,,,,,
CH3OCH3_Pd100,CH3OCH3,DME,Pd,100,orig_cupdpt,C-O,1.41,Pd100_DME_sevennet_omni.cif,,,,,
CH3OCH3_Pd110,CH3OCH3,DME,Pd,110,orig_cupdpt,C-O,1.41,Pd110_DME_sevennet_omni.cif,,,,,
CH3OCH3_Pd111,CH3OCH3,DME,Pd,111,orig_cupdpt,C-O,1.41,Pd111_DME_sevennet_omni.cif,,,,,
CH3OCH3_Pt100,CH3OCH3,DME,Pt,100,orig_cupdpt,C-O,1.41,Pt100_DME_sevennet_omni.cif,,,,,
CH3OCH3_Pt110,CH3OCH3,DME,Pt,110,orig_cupdpt,C-O,1.41,Pt110_DME_sevennet_omni.cif,,,,,
CH4_Cu100,CH4,methane,Cu,100,orig_cupdpt,C-H,1.09,Cu100_CH4_sevennet_omni.cif,,,,,
CH4_Cu110,CH4,methane,Cu,110,orig_cupdpt,C-H,1.09,Cu110_CH4_sevennet_omni.cif,,,,,
CH4_Cu111,CH4,methane,Cu,111,orig_cupdpt,C-H,1.09,Cu111_CH4_sevennet_omni.cif,,,,,
CH4_Pd100,CH4,methane,Pd,100,orig_cupdpt,C-H,1.09,Pd100_CH4_sevennet_omni.cif,,,,,
CH4_Pd110,CH4,methane,Pd,110,orig_cupdpt,C-H,1.09,Pd110_CH4_sevennet_omni.cif,,,,,
CH4_Pd111,CH4,methane,Pd,111,orig_cupdpt,C-H,1.09,Pd111_CH4_sevennet_omni.cif,,,,,
CH4_Pt100,CH4,methane,Pt,100,orig_cupdpt,C-H,1.09,Pt100_CH4_sevennet_omni.cif,,,,,
CH4_Pt110,CH4,methane,Pt,110,orig_cupdpt,C-H,1.09,Pt110_CH4_sevennet_omni.cif,,,,,
H2CO_Cu100,H2CO,formaldehyde,Cu,100,orig_cupdpt,C-O,1.21,Cu100_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Cu110,H2CO,formaldehyde,Cu,110,orig_cupdpt,C-O,1.21,Cu110_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Cu111,H2CO,formaldehyde,Cu,111,orig_cupdpt,C-O,1.21,Cu111_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Pd100,H2CO,formaldehyde,Pd,100,orig_cupdpt,C-O,1.21,Pd100_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Pd110,H2CO,formaldehyde,Pd,110,orig_cupdpt,C-O,1.21,Pd110_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Pd111,H2CO,formaldehyde,Pd,111,orig_cupdpt,C-O,1.21,Pd111_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Pt100,H2CO,formaldehyde,Pt,100,orig_cupdpt,C-O,1.21,Pt100_formaldehyde_sevennet_omni.cif,,,,,
H2CO_Pt110,H2CO,formaldehyde,Pt,110,orig_cupdpt,C-O,1.21,Pt110_formaldehyde_sevennet_omni.cif,,,,,
H2O_Cu100,H2O,water,Cu,100,orig_cupdpt,,,Cu100_H2O_sevennet_omni.cif,,,,,
H2O_Cu110,H2O,water,Cu,110,orig_cupdpt,,,Cu110_H2O_sevennet_omni.cif,,,,,
H2O_Cu111,H2O,water,Cu,111,orig_cupdpt,,,Cu111_H2O_sevennet_omni.cif,,,,,
H2O_Pd100,H2O,water,Pd,100,orig_cupdpt,,,Pd100_H2O_sevennet_omni.cif,,,,,
H2O_Pd110,H2O,water,Pd,110,orig_cupdpt,,,Pd110_H2O_sevennet_omni.cif,,,,,
H2O_Pd111,H2O,water,Pd,111,orig_cupdpt,,,Pd111_H2O_sevennet_omni.cif,,,,,
H2O_Pt100,H2O,water,Pt,100,orig_cupdpt,,,Pt100_H2O_sevennet_omni.cif,,,,,
H2O_Pt110,H2O,water,Pt,110,orig_cupdpt,,,Pt110_H2O_sevennet_omni.cif,,,,,
H2S_Cu100,H2S,H2S,Cu,100,orig_cupdpt,S-H,1.34,Cu100_H2S_sevennet_omni.cif,,,,,
H2S_Cu110,H2S,H2S,Cu,110,orig_cupdpt,S-H,1.34,Cu110_H2S_sevennet_omni.cif,,,,,
H2S_Cu111,H2S,H2S,Cu,111,orig_cupdpt,S-H,1.34,Cu111_H2S_sevennet_omni.cif,,,,,
H2S_Pd100,H2S,H2S,Pd,100,orig_cupdpt,S-H,1.34,Pd100_H2S_sevennet_omni.cif,,,,,
H2S_Pd110,H2S,H2S,Pd,110,orig_cupdpt,S-H,1.34,Pd110_H2S_sevennet_omni.cif,,,,,
H2S_Pd111,H2S,H2S,Pd,111,orig_cupdpt,S-H,1.34,Pd111_H2S_sevennet_omni.cif,,,,,
H2S_Pt100,H2S,H2S,Pt,100,orig_cupdpt,S-H,1.34,Pt100_H2S_sevennet_omni.cif,,,,,
H2S_Pt110,H2S,H2S,Pt,110,orig_cupdpt,S-H,1.34,Pt110_H2S_sevennet_omni.cif,,,,,
N2_Cu100,N2,N2,Cu,100,orig_cupdpt,N-N,1.1,Cu100_N2_sevennet_omni.cif,,,,,
N2_Cu110,N2,N2,Cu,110,orig_cupdpt,N-N,1.1,Cu110_N2_sevennet_omni.cif,,,,,
N2_Cu111,N2,N2,Cu,111,orig_cupdpt,N-N,1.1,Cu111_N2_sevennet_omni.cif,,,,,
N2_Pd100,N2,N2,Pd,100,orig_cupdpt,N-N,1.1,Pd100_N2_sevennet_omni.cif,,,,,
N2_Pd110,N2,N2,Pd,110,orig_cupdpt,N-N,1.1,Pd110_N2_sevennet_omni.cif,,,,,
N2_Pd111,N2,N2,Pd,111,orig_cupdpt,N-N,1.1,Pd111_N2_sevennet_omni.cif,,,,,
N2_Pt100,N2,N2,Pt,100,orig_cupdpt,N-N,1.1,Pt100_N2_sevennet_omni.cif,,,,,
N2_Pt110,N2,N2,Pt,110,orig_cupdpt,N-N,1.1,Pt110_N2_sevennet_omni.cif,,,,,
NH3_Cu100,NH3,ammonia,Cu,100,orig_cupdpt,,,Cu100_NH3_sevennet_omni.cif,,,,,
NH3_Cu110,NH3,ammonia,Cu,110,orig_cupdpt,,,Cu110_NH3_sevennet_omni.cif,,,,,
NH3_Cu111,NH3,ammonia,Cu,111,orig_cupdpt,,,Cu111_NH3_sevennet_omni.cif,,,,,
NH3_Pd100,NH3,ammonia,Pd,100,orig_cupdpt,,,Pd100_NH3_sevennet_omni.cif,,,,,
NH3_Pd110,NH3,ammonia,Pd,110,orig_cupdpt,,,Pd110_NH3_sevennet_omni.cif,,,,,
NH3_Pd111,NH3,ammonia,Pd,111,orig_cupdpt,,,Pd111_NH3_sevennet_omni.cif,,,,,
NH3_Pt100,NH3,ammonia,Pt,100,orig_cupdpt,,,Pt100_NH3_sevennet_omni.cif,,,,,
NH3_Pt110,NH3,ammonia,Pt,110,orig_cupdpt,,,Pt110_NH3_sevennet_omni.cif,,,,,
NO_Cu100,NO,NO,Cu,100,orig_cupdpt,N-O,1.18,Cu100_NO_sevennet_omni.cif,,,,,
NO_Cu110,NO,NO,Cu,110,orig_cupdpt,N-O,1.18,Cu110_NO_sevennet_omni.cif,,,,,
NO_Cu111,NO,NO,Cu,111,orig_cupdpt,N-O,1.18,Cu111_NO_sevennet_omni.cif,,,,,
NO_Pd100,NO,NO,Pd,100,orig_cupdpt,N-O,1.18,Pd100_NO_sevennet_omni.cif,,,,,
NO_Pd110,NO,NO,Pd,110,orig_cupdpt,N-O,1.18,Pd110_NO_sevennet_omni.cif,,,,,
NO_Pd111,NO,NO,Pd,111,orig_cupdpt,N-O,1.18,Pd111_NO_sevennet_omni.cif,,,,,
