system_id,molecule,name,metal,facet,group,ref_INT,ref_dint,gallery_cif,dft_Eads_eV,dft_dMX_ang,dft_MX_pair,dft_dint_ang,notes
NO_Pt100,NO,NO,Pt,100,orig_cupdpt,N-O,1.18,Pt100_NO_sevennet_omni.cif,,,,,
NO_Pt110,NO,NO,Pt,110,orig_cupdpt,N-O,1.18,Pt110_NO_sevennet_omni.cif,,,,,
SO2_Cu100,SO2,SO2,Cu,100,orig_cupdpt,S-O,1.44,Cu100_SO2_sevennet_omni.cif,,,,,
SO2_Cu110,SO2,SO2,Cu,110,orig_cupdpt,S-O,1.44,Cu110_SO2_sevennet_omni.cif,,,,,
SO2_Cu111,SO2,SO2,Cu,111,orig_cupdpt,S-O,1.44,Cu111_SO2_sevennet_omni.cif,,,,,
SO2_Pd100,SO2,SO2,Pd,100,orig_cupdpt,S-O,1.44,Pd100_SO2_sevennet_omni.cif,,,,,
SO2_Pd110,SO2,SO2,Pd,110,orig_cupdpt,S-O,1.44,Pd110_SO2_sevennet_omni.cif,,,,,
SO2_Pd111,SO2,SO2,Pd,111,orig_cupdpt,S-O,1.44,Pd111_SO2_sevennet_omni.cif,,,,,
SO2_Pt100,SO2,SO2,Pt,100,orig_cupdpt,S-O,1.44,Pt100_SO2_sevennet_omni.cif,,,,,
SO2_Pt110,SO2,SO2,Pt,110,orig_cupdpt,S-O,1.44,Pt110_SO2_sevennet_omni.cif,,,,,
