task_id,surface,adsorbate,seed,calculator,state,E_ads_eV,E_ads_pre_relax_eV,best_seed,run_dir,started_at,finished_at
0,Cu111,glycerol,0,sevennet_omni,finished,-0.5669174194335938,-0.5104598999023438,0,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed0_sevennet_omni,2026-06-19T20:18:17.788928,2026-06-19T21:29:16.005373
0,Cu111,isopropanol,0,sevennet_omni,running,-0.4146080017089844,-0.3645286560058594,0,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed0_sevennet_omni,2026-06-16T12:55:35.638354,
1,Cu111,glycerol,1,sevennet_omni,finished,-0.5425338745117188,-0.49492645263671875,1,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed1_sevennet_omni,2026-06-19T20:18:17.789137,2026-06-19T21:27:02.873126
2,Cu111,glycerol,2,sevennet_omni,finished,-0.5746994018554688,-0.5158615112304688,2,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed2_sevennet_omni,2026-06-19T20:18:17.789776,2026-06-19T21:27:34.093338
3,Cu111,glycerol,3,sevennet_omni,finished,-0.5550155639648438,-0.5042343139648438,3,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed3_sevennet_omni,2026-06-19T20:18:17.785954,2026-06-19T21:28:23.509571
4,Cu111,glycerol,4,sevennet_omni,finished,-0.33278656005859375,-0.26583099365234375,4,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed4_sevennet_omni,2026-06-19T20:18:17.784137,2026-06-19T21:27:40.711564
5,Cu111,glycerol,5,sevennet_omni,finished,-0.5872421264648438,-0.5061264038085938,5,/home/jcho5/goad-global-optimization/runs/Cu111_glycerol_seed5_sevennet_omni,2026-06-19T20:18:17.786227,2026-06-19T21:27:02.876752
6,Cu111,CO2,0,sevennet_omni,running,-0.3630695343017578,-0.3608722686767578,0,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed0_sevennet_omni,2026-06-19T19:51:53.507066,
7,Cu111,CO2,1,sevennet_omni,running,-0.3612995147705078,-0.3598957061767578,1,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed1_sevennet_omni,2026-06-19T19:51:53.614140,
8,Cu111,CO2,2,sevennet_omni,running,-0.3611927032470703,-0.3586750030517578,2,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed2_sevennet_omni,2026-06-19T19:51:53.511269,
9,Cu111,CO2,3,sevennet_omni,running,-0.3612537384033203,-0.3589344024658203,3,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed3_sevennet_omni,2026-06-19T19:51:53.491987,
10,Cu111,CO2,4,sevennet_omni,running,-0.3608570098876953,-0.3586292266845703,4,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed4_sevennet_omni,2026-06-19T19:51:53.554219,
11,Cu111,CO2,5,sevennet_omni,running,-0.3627796173095703,-0.3604907989501953,5,/home/jcho5/goad-global-optimization/runs/Cu111_CO2_seed5_sevennet_omni,2026-06-19T19:51:53.503306,
12,Cu111,ethanol,0,sevennet_omni,running,-0.3374443054199219,-0.2984123229980469,0,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed0_sevennet_omni,2026-06-19T19:51:53.486519,
12,Cu111,propanol,0,sevennet_omni,finished,-0.31922149658203125,-0.30976104736328125,0,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed0_sevennet_omni,2026-06-19T20:18:17.784638,2026-06-19T21:12:33.277868
13,Cu111,ethanol,1,sevennet_omni,running,-0.3445625305175781,-0.3062934875488281,1,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed1_sevennet_omni,2026-06-19T19:51:53.509920,
13,Cu111,propanol,1,sevennet_omni,finished,-0.41205596923828125,-0.31864166259765625,1,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed1_sevennet_omni,2026-06-19T20:18:17.784992,2026-06-19T21:10:25.342049
14,Cu111,ethanol,2,sevennet_omni,running,-0.3725433349609375,-0.3289947509765625,2,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed2_sevennet_omni,2026-06-19T19:51:53.505890,
14,Cu111,propanol,2,sevennet_omni,finished,-0.37140655517578125,-0.34165191650390625,2,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed2_sevennet_omni,2026-06-19T20:18:17.789273,2026-06-19T21:09:30.911906
15,Cu111,ethanol,3,sevennet_omni,running,-0.35613250732421875,-0.32787322998046875,3,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed3_sevennet_omni,2026-06-19T19:51:53.524408,
15,Cu111,propanol,3,sevennet_omni,finished,-0.38642120361328125,-0.34860992431640625,3,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed3_sevennet_omni,2026-06-19T20:18:17.788617,2026-06-19T21:09:37.027228
16,Cu111,ethanol,4,sevennet_omni,running,-0.3700103759765625,-0.3061981201171875,4,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed4_sevennet_omni,2026-06-19T19:51:53.522576,
16,Cu111,propanol,4,sevennet_omni,finished,-0.43814849853515625,-0.33826446533203125,4,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed4_sevennet_omni,2026-06-19T20:18:17.805747,2026-06-19T21:12:27.130266
17,Cu111,ethanol,5,sevennet_omni,running,-0.35831451416015625,-0.32486724853515625,5,/home/jcho5/goad-global-optimization/runs/Cu111_ethanol_seed5_sevennet_omni,2026-06-19T19:51:53.524508,
17,Cu111,propanol,5,sevennet_omni,finished,-0.4151954650878906,-0.3607826232910156,5,/home/jcho5/goad-global-optimization/runs/Cu111_propanol_seed5_sevennet_omni,2026-06-19T20:18:17.789143,2026-06-19T21:11:47.487986
18,Cu111,ethene,0,sevennet_omni,running,-0.18192291259765625,-0.17761993408203125,0,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed0_sevennet_omni,2026-06-19T19:51:53.514758,
19,Cu111,ethene,1,sevennet_omni,running,-0.18622589111328125,-0.18216705322265625,1,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed1_sevennet_omni,2026-06-19T19:51:53.539088,
20,Cu111,ethene,2,sevennet_omni,finished,-0.18507003784179688,-0.18104171752929688,2,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed2_sevennet_omni,2026-06-19T00:36:06.255167,2026-06-19T00:58:22.797333
21,Cu111,ethene,3,sevennet_omni,finished,-0.18339157104492188,-0.17911911010742188,3,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed3_sevennet_omni,2026-06-19T00:36:23.757619,2026-06-19T00:59:26.682190
22,Cu111,ethene,4,sevennet_omni,finished,-0.18421554565429688,-0.18079757690429688,4,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed4_sevennet_omni,2026-06-19T00:37:51.371991,2026-06-19T00:59:39.594871
23,Cu111,ethene,5,sevennet_omni,finished,-0.18317794799804688,-0.17902755737304688,5,/home/jcho5/goad-global-optimization/runs/Cu111_ethene_seed5_sevennet_omni,2026-06-19T00:38:29.166521,2026-06-19T01:00:27.221790
24,Cu111,ethane,0,sevennet_omni,finished,-0.28650665283203125,-0.28110504150390625,0,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed0_sevennet_omni,2026-06-19T00:39:14.268122,2026-06-19T01:01:11.538242
25,Cu111,ethane,1,sevennet_omni,finished,-0.28516387939453125,-0.28006744384765625,1,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed1_sevennet_omni,2026-06-19T00:39:36.715307,2026-06-19T01:01:54.941697
25,Cu111,isopropanol,1,sevennet_omni,finished,-0.4266624450683594,-0.3707847595214844,1,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed1_sevennet_omni,2026-06-19T20:18:41.590843,2026-06-19T21:10:33.073618
26,Cu111,ethane,2,sevennet_omni,finished,-0.28601837158203125,-0.28040313720703125,2,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed2_sevennet_omni,2026-06-19T00:39:44.285289,2026-06-19T01:03:13.685524
26,Cu111,isopropanol,2,sevennet_omni,finished,-0.3302268981933594,-0.3221092224121094,2,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed2_sevennet_omni,2026-06-19T20:18:41.964605,2026-06-19T21:12:21.344369
27,Cu111,ethane,3,sevennet_omni,finished,-0.28461456298828125,-0.27942657470703125,3,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed3_sevennet_omni,2026-06-19T00:40:18.375118,2026-06-19T01:03:56.000065
27,Cu111,isopropanol,3,sevennet_omni,finished,-0.4240074157714844,-0.3675193786621094,3,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed3_sevennet_omni,2026-06-19T20:18:41.590722,2026-06-19T21:10:23.544322
28,Cu111,ethane,4,sevennet_omni,finished,-0.28501129150390625,-0.27979278564453125,4,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed4_sevennet_omni,2026-06-19T00:40:29.018200,2026-06-19T01:03:02.054493
28,Cu111,isopropanol,4,sevennet_omni,finished,-0.42623138427734375,-0.36901092529296875,4,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed4_sevennet_omni,2026-06-19T20:18:55.165013,2026-06-19T21:08:51.426209
29,Cu111,ethane,5,sevennet_omni,finished,-0.2872352600097656,-0.2818336486816406,5,/home/jcho5/goad-global-optimization/runs/Cu111_ethane_seed5_sevennet_omni,2026-06-19T00:40:36.726852,2026-06-19T01:03:51.183883
29,Cu111,isopropanol,5,sevennet_omni,finished,-0.4187278747558594,-0.3688621520996094,5,/home/jcho5/goad-global-optimization/runs/Cu111_isopropanol_seed5_sevennet_omni,2026-06-19T20:18:56.877316,2026-06-19T21:10:31.370565
30,Cu111,propane,0,sevennet_omni,finished,-0.2927894592285156,-0.2810707092285156,0,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed0_sevennet_omni,2026-06-19T00:40:46.853887,2026-06-19T01:06:20.987156
31,Cu111,propane,1,sevennet_omni,finished,-0.3052406311035156,-0.2932777404785156,1,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed1_sevennet_omni,2026-06-19T00:40:56.867382,2026-06-19T01:05:22.781652
32,Cu111,propane,2,sevennet_omni,finished,-0.3063392639160156,-0.2976722717285156,2,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed2_sevennet_omni,2026-06-19T00:41:06.793393,2026-06-19T01:06:36.198107
33,Cu111,propane,3,sevennet_omni,finished,-0.2926368713378906,-0.2827186584472656,3,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed3_sevennet_omni,2026-06-19T00:42:04.639381,2026-06-19T01:06:18.992467
34,Cu111,propane,4,sevennet_omni,finished,-0.30307769775390625,-0.28723907470703125,4,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed4_sevennet_omni,2026-06-19T00:42:16.974291,2026-06-19T01:07:39.905193
35,Cu111,propane,5,sevennet_omni,finished,-0.3056983947753906,-0.2941932678222656,5,/home/jcho5/goad-global-optimization/runs/Cu111_propane_seed5_sevennet_omni,2026-06-19T00:42:44.687099,2026-06-19T01:07:28.522724
36,Cu110,glycerol,0,sevennet_omni,finished,-0.7002792358398438,-0.5706100463867188,0,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed0_sevennet_omni,2026-06-19T20:19:52.652954,2026-06-19T21:22:20.190825
36,Cu111,propene,0,sevennet_omni,finished,-0.20322036743164062,-0.19656753540039062,0,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed0_sevennet_omni,2026-06-19T00:43:10.555432,2026-06-19T01:08:12.021401
37,Cu110,glycerol,1,sevennet_omni,finished,-1.0675582885742188,-0.8721542358398438,1,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed1_sevennet_omni,2026-06-19T20:19:52.654420,2026-06-19T21:23:40.551309
37,Cu111,propene,1,sevennet_omni,finished,-0.20242691040039062,-0.19778823852539062,1,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed1_sevennet_omni,2026-06-19T00:44:06.545039,2026-06-19T01:04:52.428949
38,Cu110,glycerol,2,sevennet_omni,finished,-0.7627487182617188,-0.5266036987304688,2,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed2_sevennet_omni,2026-06-19T21:09:02.476827,2026-06-19T22:04:11.934229
38,Cu111,propene,2,sevennet_omni,finished,-0.20550918579101562,-0.20041275024414062,2,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed2_sevennet_omni,2026-06-19T00:44:39.923519,2026-06-19T01:07:53.786049
39,Cu110,glycerol,3,sevennet_omni,finished,-0.6573715209960938,-0.5827865600585938,3,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed3_sevennet_omni,2026-06-19T21:09:39.171250,2026-06-19T22:12:08.593095
39,Cu111,propene,3,sevennet_omni,finished,-0.20230484008789062,-0.19617080688476562,3,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed3_sevennet_omni,2026-06-19T00:45:22.552567,2026-06-19T01:09:49.934259
40,Cu110,glycerol,4,sevennet_omni,finished,-0.7207565307617188,-0.5789108276367188,4,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed4_sevennet_omni,2026-06-19T21:09:46.630712,2026-06-19T22:10:34.169666
40,Cu111,propene,4,sevennet_omni,finished,-0.20322036743164062,-0.18155288696289062,4,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed4_sevennet_omni,2026-06-19T00:45:57.661054,2026-06-19T01:07:53.660346
41,Cu110,glycerol,5,sevennet_omni,finished,-0.7322921752929688,-0.5301437377929688,5,/home/jcho5/goad-global-optimization/runs/Cu110_glycerol_seed5_sevennet_omni,2026-06-19T21:10:34.334098,2026-06-19T22:13:07.570349
41,Cu111,propene,5,sevennet_omni,finished,-0.20679092407226562,-0.20206069946289062,5,/home/jcho5/goad-global-optimization/runs/Cu111_propene_seed5_sevennet_omni,2026-06-19T00:46:17.327401,2026-06-19T01:09:20.149380
48,Cu110,propanol,0,sevennet_omni,finished,-0.6229019165039062,-0.5595779418945312,0,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed0_sevennet_omni,2026-06-19T21:11:11.650482,2026-06-19T21:55:26.807091
49,Cu110,propanol,1,sevennet_omni,finished,-0.5598831176757812,-0.5020523071289062,1,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed1_sevennet_omni,2026-06-19T21:11:16.306242,2026-06-19T21:58:07.774409
50,Cu110,propanol,2,sevennet_omni,finished,-0.5988235473632812,-0.5322952270507812,2,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed2_sevennet_omni,2026-06-19T21:11:16.531302,2026-06-19T21:58:18.836705
51,Cu110,propanol,3,sevennet_omni,finished,-0.6432266235351562,-0.5599746704101562,3,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed3_sevennet_omni,2026-06-19T21:11:57.617268,2026-06-19T22:06:54.033232
52,Cu110,propanol,4,sevennet_omni,finished,-0.6691665649414062,-0.5969924926757812,4,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed4_sevennet_omni,2026-06-19T21:12:32.865185,2026-06-19T21:59:38.430132
53,Cu110,propanol,5,sevennet_omni,finished,-0.6328468322753906,-0.5841407775878906,5,/home/jcho5/goad-global-optimization/runs/Cu110_propanol_seed5_sevennet_omni,2026-06-19T21:12:32.785650,2026-06-19T21:59:44.904639
60,Cu110,CO2,0,sevennet_omni,finished,-0.3665637969970703,-0.3654651641845703,0,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed0_sevennet_omni,2026-06-19T00:58:14.779584,2026-06-19T01:16:10.965222
60,Cu110,isopropanol,0,sevennet_omni,finished,-0.7081565856933594,-0.6382713317871094,0,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed0_sevennet_omni,2026-06-19T21:13:32.597406,2026-06-19T22:01:47.238373
61,Cu110,CO2,1,sevennet_omni,finished,-0.3667163848876953,-0.3656330108642578,1,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed1_sevennet_omni,2026-06-19T00:58:14.698585,2026-06-19T01:18:49.571362
61,Cu110,isopropanol,1,sevennet_omni,finished,-0.7068748474121094,-0.6321067810058594,1,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed1_sevennet_omni,2026-06-19T21:13:40.441219,2026-06-19T21:58:47.865812
62,Cu110,CO2,2,sevennet_omni,finished,-0.3666706085205078,-0.3647937774658203,2,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed2_sevennet_omni,2026-06-19T00:58:24.834348,2026-06-19T01:16:58.807058
62,Cu110,isopropanol,2,sevennet_omni,finished,-0.6712570190429688,-0.6194076538085938,2,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed2_sevennet_omni,2026-06-19T22:10:14.823873,2026-06-19T22:56:18.805738
63,Cu110,CO2,3,sevennet_omni,finished,-0.3673877716064453,-0.3660449981689453,3,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed3_sevennet_omni,2026-06-19T00:58:27.208045,2026-06-19T01:17:40.456586
63,Cu110,isopropanol,3,sevennet_omni,finished,-0.7240257263183594,-0.6386070251464844,3,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed3_sevennet_omni,2026-06-19T22:10:14.823922,2026-06-19T22:57:20.855311
64,Cu110,CO2,4,sevennet_omni,finished,-0.3670063018798828,-0.3659534454345703,4,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed4_sevennet_omni,2026-06-19T00:58:29.769718,2026-06-19T01:15:40.532294
64,Cu110,isopropanol,4,sevennet_omni,finished,-0.6631698608398438,-0.6096420288085938,4,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed4_sevennet_omni,2026-06-19T22:13:12.355404,2026-06-19T23:02:45.300595
65,Cu110,CO2,5,sevennet_omni,finished,-0.3564167022705078,-0.3549823760986328,5,/home/jcho5/goad-global-optimization/runs/Cu110_CO2_seed5_sevennet_omni,2026-06-19T00:58:54.940937,2026-06-19T01:16:56.486281
65,Cu110,isopropanol,5,sevennet_omni,finished,-0.6630172729492188,-0.6179428100585938,5,/home/jcho5/goad-global-optimization/runs/Cu110_isopropanol_seed5_sevennet_omni,2026-06-19T22:13:12.310208,2026-06-19T22:57:02.560144
66,Cu110,ethanol,0,sevennet_omni,finished,-0.6314544677734375,-0.5872039794921875,0,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed0_sevennet_omni,2026-06-19T00:59:04.881628,2026-06-19T01:21:27.486039
67,Cu110,ethanol,1,sevennet_omni,finished,-0.6619148254394531,-0.5650520324707031,1,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed1_sevennet_omni,2026-06-19T00:59:07.286385,2026-06-19T01:21:34.053607
68,Cu110,ethanol,2,sevennet_omni,finished,-0.6554069519042969,-0.5633964538574219,2,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed2_sevennet_omni,2026-06-19T00:59:09.942648,2026-06-19T01:20:11.033466
69,Cu110,ethanol,3,sevennet_omni,finished,-0.6296730041503906,-0.5826454162597656,3,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed3_sevennet_omni,2026-06-19T00:59:12.279557,2026-06-19T01:21:35.578703
70,Cu110,ethanol,4,sevennet_omni,finished,-0.6292495727539062,-0.5705947875976562,4,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed4_sevennet_omni,2026-06-19T00:59:32.419078,2026-06-19T01:21:45.864445
71,Cu110,ethanol,5,sevennet_omni,finished,-0.5912361145019531,-0.5385322570800781,5,/home/jcho5/goad-global-optimization/runs/Cu110_ethanol_seed5_sevennet_omni,2026-06-19T00:59:42.417197,2026-06-19T01:21:54.951269
72,Cu001,glycerol,0,sevennet_omni,finished,-0.65264892578125,-0.436737060546875,0,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed0_sevennet_omni,2026-06-19T22:19:21.247121,2026-06-19T23:27:04.381832
72,Cu110,ethene,0,sevennet_omni,finished,-0.7965507507324219,-0.3936729431152344,0,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed0_sevennet_omni,2026-06-19T01:00:32.610765,2026-06-19T01:20:02.073259
73,Cu001,glycerol,1,sevennet_omni,finished,-0.7675247192382812,-0.6316299438476562,1,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed1_sevennet_omni,2026-06-19T22:20:50.776781,2026-06-19T23:30:08.083533
73,Cu110,ethene,1,sevennet_omni,finished,-0.7956809997558594,-0.4065666198730469,1,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed1_sevennet_omni,2026-06-19T01:01:15.289594,2026-06-19T01:20:39.980075
74,Cu001,glycerol,2,sevennet_omni,finished,-0.6075820922851562,-0.47110748291015625,2,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed2_sevennet_omni,2026-06-19T22:20:50.769802,2026-06-19T23:29:15.338296
74,Cu110,ethene,2,sevennet_omni,finished,-0.7958641052246094,-0.3811302185058594,2,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed2_sevennet_omni,2026-06-19T01:01:59.324949,2026-06-19T01:23:27.343577
75,Cu001,glycerol,3,sevennet_omni,finished,-0.5172805786132812,-0.44333648681640625,3,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed3_sevennet_omni,2026-06-19T22:20:50.795996,2026-06-19T23:25:02.694421
75,Cu110,ethene,3,sevennet_omni,finished,-0.7954826354980469,-0.4114952087402344,3,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed3_sevennet_omni,2026-06-19T01:02:53.011907,2026-06-19T01:21:56.387596
76,Cu001,glycerol,4,sevennet_omni,finished,-0.5425796508789062,-0.42801666259765625,4,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed4_sevennet_omni,2026-06-19T22:20:50.774043,2026-06-19T23:29:31.394881
76,Cu110,ethene,4,sevennet_omni,finished,-0.7913169860839844,-0.4026756286621094,4,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed4_sevennet_omni,2026-06-19T01:03:08.073240,2026-06-19T01:20:55.841151
77,Cu001,glycerol,5,sevennet_omni,finished,-0.6265640258789062,-0.5434341430664062,5,/home/jcho5/goad-global-optimization/runs/Cu001_glycerol_seed5_sevennet_omni,2026-06-19T22:20:50.786345,2026-06-19T23:29:01.897401
77,Cu110,ethene,5,sevennet_omni,finished,-0.7932243347167969,-0.4083061218261719,5,/home/jcho5/goad-global-optimization/runs/Cu110_ethene_seed5_sevennet_omni,2026-06-19T01:03:18.106222,2026-06-19T01:21:26.298843
78,Cu110,ethane,0,sevennet_omni,finished,-0.32880401611328125,-0.32340240478515625,0,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed0_sevennet_omni,2026-06-19T01:03:55.840241,2026-06-19T01:23:41.390734
79,Cu110,ethane,1,sevennet_omni,finished,-0.33158111572265625,-0.32649993896484375,1,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed1_sevennet_omni,2026-06-19T01:04:00.972459,2026-06-19T01:24:13.978696
80,Cu110,ethane,2,sevennet_omni,finished,-0.33229827880859375,-0.32718658447265625,2,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed2_sevennet_omni,2026-06-19T01:04:59.224178,2026-06-19T01:24:08.306965
81,Cu110,ethane,3,sevennet_omni,finished,-0.32906341552734375,-0.32273101806640625,3,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed3_sevennet_omni,2026-06-19T01:05:26.631420,2026-06-19T01:26:54.058743
82,Cu110,ethane,4,sevennet_omni,finished,-0.32128143310546875,-0.31624603271484375,4,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed4_sevennet_omni,2026-06-19T01:06:24.359850,2026-06-19T01:26:45.895155
83,Cu110,ethane,5,sevennet_omni,finished,-0.33066558837890625,-0.32611846923828125,5,/home/jcho5/goad-global-optimization/runs/Cu110_ethane_seed5_sevennet_omni,2026-06-19T01:06:26.914940,2026-06-19T01:27:14.078126
84,Cu001,propanol,0,sevennet_omni,finished,-0.5153427124023438,-0.45488739013671875,0,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed0_sevennet_omni,2026-06-19T22:23:36.344885,2026-06-19T23:16:15.103138
84,Cu110,propane,0,sevennet_omni,finished,-0.3253211975097656,-0.3160438537597656,0,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed0_sevennet_omni,2026-06-19T01:06:39.487312,2026-06-19T01:29:09.864477
85,Cu001,propanol,1,sevennet_omni,finished,-0.5631027221679688,-0.44979095458984375,1,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed1_sevennet_omni,2026-06-19T22:23:36.338479,2026-06-19T23:14:55.301697
85,Cu110,propane,1,sevennet_omni,finished,-0.3302955627441406,-0.3218727111816406,1,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed1_sevennet_omni,2026-06-19T01:07:34.540722,2026-06-19T01:30:08.562307
86,Cu001,propanol,2,sevennet_omni,finished,-0.49919891357421875,-0.43657684326171875,2,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed2_sevennet_omni,2026-06-19T22:23:36.341501,2026-06-19T23:16:48.003273
86,Cu110,propane,2,sevennet_omni,finished,-0.3235816955566406,-0.3139686584472656,2,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed2_sevennet_omni,2026-06-19T01:07:44.672839,2026-06-19T01:29:23.089868
87,Cu001,propanol,3,sevennet_omni,finished,-0.5349693298339844,-0.4228477478027344,3,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed3_sevennet_omni,2026-06-19T22:23:36.345857,2026-06-19T23:21:04.623823
87,Cu110,propane,3,sevennet_omni,finished,-0.3228797912597656,-0.3148841857910156,3,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed3_sevennet_omni,2026-06-19T01:07:59.625861,2026-06-19T01:29:51.778016
88,Cu001,propanol,4,sevennet_omni,finished,-0.5244026184082031,-0.4498786926269531,4,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed4_sevennet_omni,2026-06-19T22:30:23.823536,2026-06-19T23:20:23.473101
88,Cu110,propane,4,sevennet_omni,finished,-0.3293800354003906,-0.3195533752441406,4,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed4_sevennet_omni,2026-06-19T01:08:02.031266,2026-06-19T01:35:04.703539
89,Cu001,propanol,5,sevennet_omni,finished,-0.5391464233398438,-0.46852874755859375,5,/home/jcho5/goad-global-optimization/runs/Cu001_propanol_seed5_sevennet_omni,2026-06-19T22:30:23.820539,2026-06-19T23:22:19.172742
89,Cu110,propane,5,sevennet_omni,finished,-0.3213539123535156,-0.3128395080566406,5,/home/jcho5/goad-global-optimization/runs/Cu110_propane_seed5_sevennet_omni,2026-06-19T01:08:17.059247,2026-06-19T01:30:40.516098
90,Cu110,propene,0,sevennet_omni,finished,-0.6120338439941406,-0.2912940979003906,0,/home/jcho5/goad-global-optimization/runs/Cu110_propene_seed0_sevennet_omni,2026-06-19T01:09:24.953775,2026-06-19T01:32:23.374616
91,Cu110,propene,1,sevennet_omni,finished,-0.5778274536132812,-0.27451324462890625,1,/home/jcho5/goad-global-optimization/runs/Cu110_propene_seed1_sevennet_omni,2026-06-19T01:09:54.962002,2026-06-19T01:31:54.527475
92,Cu110,propene,2,sevennet_omni,finished,-0.5206642150878906,-0.2535133361816406,2,/home/jcho5/goad-global-optimization/runs/Cu110_propene_seed2_sevennet_omni,2026-06-19T01:11:53.103037,2026-06-19T01:32:17.377737
93,Cu110,propene,3,sevennet_omni,finished,-0.5861587524414062,-0.26325225830078125,3,/home/jcho5/goad-global-optimization/runs/Cu110_propene_seed3_sevennet_omni,2026-06-19T01:12:08.175435,2026-06-19T01:34:13.708854
