task_id,surface,adsorbate,seed,calculator,state,E_ads_eV,E_ads_pre_relax_eV,best_seed,run_dir,started_at,finished_at
338,Pd111,ethanol,2,sevennet_omni,finished,-0.6591262817382812,-0.5485610961914062,2,/home/jcho5/goad-global-optimization/runs/Pd111_ethanol_seed2_sevennet_omni,2026-06-19T02:55:39.486232,2026-06-19T03:18:09.266460
339,Pd111,ethanol,3,sevennet_omni,finished,-0.6253166198730469,-0.4706535339355469,3,/home/jcho5/goad-global-optimization/runs/Pd111_ethanol_seed3_sevennet_omni,2026-06-19T02:55:51.420066,2026-06-19T03:19:06.151014
340,Pd111,ethanol,4,sevennet_omni,finished,-0.6636466979980469,-0.5716667175292969,4,/home/jcho5/goad-global-optimization/runs/Pd111_ethanol_seed4_sevennet_omni,2026-06-19T02:56:00.618447,2026-06-19T03:18:14.878666
341,Pd111,ethanol,5,sevennet_omni,finished,-0.6262969970703125,-0.5559539794921875,5,/home/jcho5/goad-global-optimization/runs/Pd111_ethanol_seed5_sevennet_omni,2026-06-19T02:56:11.125459,2026-06-19T03:18:37.814378
342,Pd111,ethene,0,sevennet_omni,finished,-1.260232925415039,-0.8113193511962891,0,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed0_sevennet_omni,2026-06-19T02:56:31.685743,2026-06-19T03:15:28.228949
343,Pd111,ethene,1,sevennet_omni,finished,-1.2522087097167969,-0.7601737976074219,1,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed1_sevennet_omni,2026-06-19T02:58:17.584993,2026-06-19T03:19:38.166230
344,Pd111,ethene,2,sevennet_omni,finished,-1.259988784790039,-0.8116550445556641,2,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed2_sevennet_omni,2026-06-19T02:59:35.709386,2026-06-19T03:18:25.502975
345,Pd111,ethene,3,sevennet_omni,finished,-1.2654838562011719,-0.8140678405761719,3,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed3_sevennet_omni,2026-06-19T03:00:31.223795,2026-06-19T03:20:00.769216
346,Pd111,ethene,4,sevennet_omni,finished,-1.2655448913574219,-0.7944755554199219,4,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed4_sevennet_omni,2026-06-19T03:02:32.449382,2026-06-19T03:20:05.460392
347,Pd111,ethene,5,sevennet_omni,finished,-1.2602958679199219,-0.8124198913574219,5,/home/jcho5/goad-global-optimization/runs/Pd111_ethene_seed5_sevennet_omni,2026-06-19T03:03:50.202230,2026-06-19T03:22:37.097673
348,Pd111,ethane,0,sevennet_omni,finished,-0.45136260986328125,-0.43253326416015625,0,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed0_sevennet_omni,2026-06-19T03:04:07.914227,2026-06-19T03:24:39.341880
349,Pd111,ethane,1,sevennet_omni,finished,-0.45505523681640625,-0.43857574462890625,1,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed1_sevennet_omni,2026-06-19T03:04:23.097349,2026-06-19T03:25:14.565049
350,Pd111,ethane,2,sevennet_omni,finished,-0.45273590087890625,-0.43805694580078125,2,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed2_sevennet_omni,2026-06-19T03:05:55.425095,2026-06-19T03:25:54.719311
351,Pd111,ethane,3,sevennet_omni,finished,-0.45505523681640625,-0.43863677978515625,3,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed3_sevennet_omni,2026-06-19T03:05:55.425010,2026-06-19T03:26:57.300878
352,Pd111,ethane,4,sevennet_omni,finished,-0.45401763916015625,-0.43637847900390625,4,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed4_sevennet_omni,2026-06-19T03:06:08.992236,2026-06-19T03:26:10.020872
353,Pd111,ethane,5,sevennet_omni,finished,-0.44812774658203125,-0.43497467041015625,5,/home/jcho5/goad-global-optimization/runs/Pd111_ethane_seed5_sevennet_omni,2026-06-19T03:06:47.532501,2026-06-19T03:27:21.655190
354,Pd111,propane,0,sevennet_omni,finished,-0.4712257385253906,-0.4400367736816406,0,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed0_sevennet_omni,2026-06-19T03:07:05.041983,2026-06-19T03:30:32.821883
355,Pd111,propane,1,sevennet_omni,finished,-0.4606361389160156,-0.4435157775878906,1,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed1_sevennet_omni,2026-06-19T03:07:32.639413,2026-06-19T03:29:47.550779
356,Pd111,propane,2,sevennet_omni,finished,-0.4722938537597656,-0.4293251037597656,2,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed2_sevennet_omni,2026-06-19T03:08:52.621704,2026-06-19T03:31:10.083418
357,Pd111,propane,3,sevennet_omni,finished,-0.4285316467285156,-0.3756752014160156,3,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed3_sevennet_omni,2026-06-19T03:09:17.054106,2026-06-19T03:31:43.499204
358,Pd111,propane,4,sevennet_omni,finished,-0.46469879150390625,-0.43918609619140625,4,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed4_sevennet_omni,2026-06-19T03:09:25.071491,2026-06-19T03:32:23.684710
359,Pd111,propane,5,sevennet_omni,finished,-0.4626197814941406,-0.4408912658691406,5,/home/jcho5/goad-global-optimization/runs/Pd111_propane_seed5_sevennet_omni,2026-06-19T03:09:30.961226,2026-06-19T03:32:12.611977
360,Pd111,propene,0,sevennet_omni,finished,-1.1554031372070312,-0.7041397094726562,0,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed0_sevennet_omni,2026-06-19T03:10:05.046072,2026-06-19T03:32:41.682978
361,Pd111,propene,1,sevennet_omni,finished,-1.1695594787597656,-0.7175941467285156,1,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed1_sevennet_omni,2026-06-19T03:10:13.597821,2026-06-19T03:35:27.638962
362,Pd111,propene,2,sevennet_omni,finished,-1.1639175415039062,-0.7239761352539062,2,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed2_sevennet_omni,2026-06-19T03:12:02.168281,2026-06-19T03:34:27.973934
363,Pd111,propene,3,sevennet_omni,finished,-1.1758460998535156,-0.7193641662597656,3,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed3_sevennet_omni,2026-06-19T03:12:25.081254,2026-06-19T03:34:26.725724
364,Pd111,propene,4,sevennet_omni,finished,-1.1560745239257812,-0.7346878051757812,4,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed4_sevennet_omni,2026-06-19T03:12:45.009170,2026-06-19T03:35:21.952550
365,Pd111,propene,5,sevennet_omni,finished,-1.1664466857910156,-0.7196083068847656,5,/home/jcho5/goad-global-optimization/runs/Pd111_propene_seed5_sevennet_omni,2026-06-19T03:12:53.818693,2026-06-19T03:34:43.104831
384,Pd110,CO2,0,sevennet_omni,finished,-0.4637470245361328,-0.4617023468017578,0,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed0_sevennet_omni,2026-06-19T03:18:17.897077,2026-06-19T03:32:32.140566
385,Pd110,CO2,1,sevennet_omni,finished,-0.4702777862548828,-0.4656696319580078,1,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed1_sevennet_omni,2026-06-19T03:18:17.982554,2026-06-19T03:32:50.469623
386,Pd110,CO2,2,sevennet_omni,finished,-0.4692401885986328,-0.4649372100830078,2,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed2_sevennet_omni,2026-06-19T03:18:25.903538,2026-06-19T03:32:59.763467
387,Pd110,CO2,3,sevennet_omni,finished,-0.4669208526611328,-0.4644184112548828,3,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed3_sevennet_omni,2026-06-19T03:18:32.463710,2026-06-19T03:33:34.205838
388,Pd110,CO2,4,sevennet_omni,finished,-0.4653949737548828,-0.4630756378173828,4,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed4_sevennet_omni,2026-06-19T03:18:41.889570,2026-06-19T03:33:06.823672
389,Pd110,CO2,5,sevennet_omni,finished,-0.4679279327392578,-0.4648456573486328,5,/home/jcho5/goad-global-optimization/runs/Pd110_CO2_seed5_sevennet_omni,2026-06-19T03:18:41.798514,2026-06-19T03:33:14.722655
390,Pd110,ethanol,0,sevennet_omni,finished,-0.7898406982421875,-0.7105560302734375,0,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed0_sevennet_omni,2026-06-19T03:18:41.784917,2026-06-19T03:37:48.174706
391,Pd110,ethanol,1,sevennet_omni,finished,-0.7628936767578125,-0.6776885986328125,1,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed1_sevennet_omni,2026-06-19T03:18:48.119662,2026-06-19T03:37:01.566755
392,Pd110,ethanol,2,sevennet_omni,finished,-0.7415618896484375,-0.6805267333984375,2,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed2_sevennet_omni,2026-06-19T03:18:53.497129,2026-06-19T03:38:43.425892
393,Pd110,ethanol,3,sevennet_omni,finished,-0.6946563720703125,-0.6543121337890625,3,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed3_sevennet_omni,2026-06-19T03:19:17.326731,2026-06-19T03:37:17.652673
394,Pd110,ethanol,4,sevennet_omni,finished,-0.7406158447265625,-0.6494598388671875,4,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed4_sevennet_omni,2026-06-19T03:19:49.270988,2026-06-19T03:39:05.554271
395,Pd110,ethanol,5,sevennet_omni,finished,-0.7890510559082031,-0.7423286437988281,5,/home/jcho5/goad-global-optimization/runs/Pd110_ethanol_seed5_sevennet_omni,2026-06-19T03:20:12.273902,2026-06-19T03:39:03.458573
396,Pd110,ethene,0,sevennet_omni,finished,-1.601022720336914,-1.030496597290039,0,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed0_sevennet_omni,2026-06-19T03:20:21.147365,2026-06-19T03:35:02.236585
397,Pd110,ethene,1,sevennet_omni,finished,-1.400827407836914,-1.088510513305664,1,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed1_sevennet_omni,2026-06-19T03:22:49.007742,2026-06-19T03:39:08.688163
398,Pd110,ethene,2,sevennet_omni,finished,-1.4005241394042969,-1.0905265808105469,2,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed2_sevennet_omni,2026-06-19T03:24:48.126810,2026-06-19T03:41:12.349920
399,Pd110,ethene,3,sevennet_omni,finished,-1.3956108093261719,-1.0753898620605469,3,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed3_sevennet_omni,2026-06-19T03:25:24.517131,2026-06-19T03:41:37.645434
400,Pd110,ethene,4,sevennet_omni,finished,-1.411142349243164,-1.064065933227539,4,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed4_sevennet_omni,2026-06-19T03:26:01.906754,2026-06-19T03:41:15.088191
401,Pd110,ethene,5,sevennet_omni,finished,-1.4015617370605469,-1.0855827331542969,5,/home/jcho5/goad-global-optimization/runs/Pd110_ethene_seed5_sevennet_omni,2026-06-19T03:26:21.532645,2026-06-19T03:43:14.440192
402,Pd110,ethane,0,sevennet_omni,finished,-0.5612258911132812,-0.5321121215820312,0,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed0_sevennet_omni,2026-06-19T03:27:02.797032,2026-06-19T03:45:00.121419
403,Pd110,ethane,1,sevennet_omni,finished,-0.5241165161132812,-0.5083999633789062,1,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed1_sevennet_omni,2026-06-19T03:27:36.895920,2026-06-19T03:44:59.496773
404,Pd110,ethane,2,sevennet_omni,finished,-0.5602188110351562,-0.5297317504882812,2,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed2_sevennet_omni,2026-06-19T03:29:56.790354,2026-06-19T03:46:42.873671
405,Pd110,ethane,3,sevennet_omni,finished,-0.5253982543945312,-0.5065689086914062,3,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed3_sevennet_omni,2026-06-19T03:30:43.901558,2026-06-19T03:48:16.288128
406,Pd110,ethane,4,sevennet_omni,finished,-0.5516433715820312,-0.5196304321289062,4,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed4_sevennet_omni,2026-06-19T03:31:21.792298,2026-06-19T03:48:34.109300
407,Pd110,ethane,5,sevennet_omni,finished,-0.5250015258789062,-0.5057754516601562,5,/home/jcho5/goad-global-optimization/runs/Pd110_ethane_seed5_sevennet_omni,2026-06-19T03:31:55.487541,2026-06-19T03:48:59.483790
408,Pd110,propane,0,sevennet_omni,finished,-0.5679054260253906,-0.5074195861816406,0,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed0_sevennet_omni,2026-06-19T03:32:24.809529,2026-06-19T03:52:25.294601
409,Pd110,propane,1,sevennet_omni,finished,-0.5707130432128906,-0.5512123107910156,1,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed1_sevennet_omni,2026-06-19T03:32:32.803378,2026-06-19T03:52:30.412486
410,Pd110,propane,2,sevennet_omni,finished,-0.5583839416503906,-0.5365028381347656,2,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed2_sevennet_omni,2026-06-19T03:32:44.477984,2026-06-19T03:52:46.137074
411,Pd110,propane,3,sevennet_omni,finished,-0.5550880432128906,-0.5357093811035156,3,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed3_sevennet_omni,2026-06-19T03:32:53.008939,2026-06-19T03:52:05.462050
412,Pd110,propane,4,sevennet_omni,finished,-0.5647926330566406,-0.5414466857910156,4,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed4_sevennet_omni,2026-06-19T03:33:05.318687,2026-06-19T03:53:09.224725
413,Pd110,propane,5,sevennet_omni,finished,-0.5854835510253906,-0.5219154357910156,5,/home/jcho5/goad-global-optimization/runs/Pd110_propane_seed5_sevennet_omni,2026-06-19T03:33:12.219746,2026-06-19T03:53:04.838201
414,Pd110,propene,0,sevennet_omni,finished,-1.5370826721191406,-0.9000587463378906,0,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed0_sevennet_omni,2026-06-19T03:33:20.259866,2026-06-19T03:53:15.699118
415,Pd110,propene,1,sevennet_omni,finished,-1.3493118286132812,-0.9392471313476562,1,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed1_sevennet_omni,2026-06-19T03:33:20.304481,2026-06-19T03:52:19.511385
416,Pd110,propene,2,sevennet_omni,finished,-1.3738136291503906,-0.9974098205566406,2,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed2_sevennet_omni,2026-06-19T03:33:44.321572,2026-06-19T03:52:00.922274
417,Pd110,propene,3,sevennet_omni,finished,-1.3744277954101562,-1.0453872680664062,3,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed3_sevennet_omni,2026-06-19T03:34:33.524232,2026-06-19T03:53:43.128157
418,Pd110,propene,4,sevennet_omni,finished,-1.3755226135253906,-1.0313758850097656,4,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed4_sevennet_omni,2026-06-19T03:34:33.425307,2026-06-19T03:52:43.694903
419,Pd110,propene,5,sevennet_omni,finished,-1.3941993713378906,-1.0136451721191406,5,/home/jcho5/goad-global-optimization/runs/Pd110_propene_seed5_sevennet_omni,2026-06-19T03:34:50.154311,2026-06-19T03:54:02.211823
432,Pd100,isopropanol,0,sevennet_omni,finished,-0.7020225524902344,-0.5359458923339844,0,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed0_sevennet_omni,2026-06-19T03:38:34.629891,2026-06-19T04:02:56.169428
433,Pd100,isopropanol,1,sevennet_omni,finished,-0.6098251342773438,-0.49407196044921875,1,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed1_sevennet_omni,2026-06-19T03:38:50.184512,2026-06-19T04:02:23.907685
434,Pd100,isopropanol,2,sevennet_omni,finished,-0.8119773864746094,-0.7380638122558594,2,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed2_sevennet_omni,2026-06-19T03:38:57.271337,2026-06-19T04:02:23.826147
435,Pd100,isopropanol,3,sevennet_omni,finished,-0.6118125915527344,-0.5011253356933594,3,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed3_sevennet_omni,2026-06-19T03:39:05.245226,2026-06-19T04:02:33.906506
436,Pd100,isopropanol,4,sevennet_omni,finished,-0.8107872009277344,-0.7463340759277344,4,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed4_sevennet_omni,2026-06-19T03:39:05.237652,2026-06-19T04:00:46.131687
437,Pd100,isopropanol,5,sevennet_omni,finished,-0.8196945190429688,-0.7274093627929688,5,/home/jcho5/goad-global-optimization/runs/Pd100_isopropanol_seed5_sevennet_omni,2026-06-19T03:39:07.765809,2026-06-19T04:03:10.127287
438,Pd100,CO2,0,sevennet_omni,finished,-0.4702167510986328,-0.4653644561767578,0,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed0_sevennet_omni,2026-06-19T03:39:16.758946,2026-06-19T03:54:59.093963
439,Pd100,CO2,1,sevennet_omni,finished,-0.4706745147705078,-0.4664630889892578,1,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed1_sevennet_omni,2026-06-19T03:39:16.897360,2026-06-19T03:56:19.691355
440,Pd100,CO2,2,sevennet_omni,finished,-0.4673480987548828,-0.4613361358642578,2,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed2_sevennet_omni,2026-06-19T03:39:17.051325,2026-06-19T03:55:21.868208
441,Pd100,CO2,3,sevennet_omni,finished,-0.4693622589111328,-0.4649677276611328,3,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed3_sevennet_omni,2026-06-19T03:39:25.088195,2026-06-19T03:57:04.638597
442,Pd100,CO2,4,sevennet_omni,finished,-0.4704303741455078,-0.4656085968017578,4,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed4_sevennet_omni,2026-06-19T03:39:39.510756,2026-06-19T03:56:43.434611
443,Pd100,CO2,5,sevennet_omni,finished,-0.4711627960205078,-0.4665546417236328,5,/home/jcho5/goad-global-optimization/runs/Pd100_CO2_seed5_sevennet_omni,2026-06-19T03:41:18.102249,2026-06-19T03:57:23.729877
444,Pd100,ethanol,0,sevennet_omni,finished,-0.6713447570800781,-0.6256904602050781,0,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed0_sevennet_omni,2026-06-19T03:41:21.527657,2026-06-19T04:03:10.371454
445,Pd100,ethanol,1,sevennet_omni,finished,-0.7064971923828125,-0.6118927001953125,1,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed1_sevennet_omni,2026-06-19T03:41:21.373633,2026-06-19T04:02:25.299420
446,Pd100,ethanol,2,sevennet_omni,finished,-0.6729621887207031,-0.5987434387207031,2,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed2_sevennet_omni,2026-06-19T03:41:43.739275,2026-06-19T04:02:51.834263
447,Pd100,ethanol,3,sevennet_omni,finished,-0.6623992919921875,-0.6103057861328125,3,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed3_sevennet_omni,2026-06-19T03:42:35.008937,2026-06-19T04:03:19.273449
448,Pd100,ethanol,4,sevennet_omni,finished,-0.6445808410644531,-0.5604438781738281,4,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed4_sevennet_omni,2026-06-19T03:42:47.938241,2026-06-19T04:05:03.179829
449,Pd100,ethanol,5,sevennet_omni,finished,-0.6614723205566406,-0.5379371643066406,5,/home/jcho5/goad-global-optimization/runs/Pd100_ethanol_seed5_sevennet_omni,2026-06-19T03:42:47.978072,2026-06-19T04:04:15.298090
450,Pd100,ethene,0,sevennet_omni,finished,-1.4396171569824219,-0.9441032409667969,0,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed0_sevennet_omni,2026-06-19T03:43:08.424425,2026-06-19T04:00:38.865793
451,Pd100,ethene,1,sevennet_omni,finished,-1.4373893737792969,-0.9329948425292969,1,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed1_sevennet_omni,2026-06-19T03:43:23.499438,2026-06-19T04:01:02.212490
452,Pd100,ethene,2,sevennet_omni,finished,-1.4376335144042969,-0.9724845886230469,2,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed2_sevennet_omni,2026-06-19T03:45:11.804945,2026-06-19T04:02:36.496257
453,Pd100,ethene,3,sevennet_omni,finished,-1.4327831268310547,-0.9838390350341797,3,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed3_sevennet_omni,2026-06-19T03:45:11.836891,2026-06-19T04:04:20.458478
454,Pd100,ethene,4,sevennet_omni,finished,-1.4360771179199219,-0.9431571960449219,4,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed4_sevennet_omni,2026-06-19T03:46:56.304872,2026-06-19T04:04:02.804157
455,Pd100,ethene,5,sevennet_omni,finished,-1.4331474304199219,-0.9888114929199219,5,/home/jcho5/goad-global-optimization/runs/Pd100_ethene_seed5_sevennet_omni,2026-06-19T03:48:27.666262,2026-06-19T04:05:32.949442
456,Pd100,ethane,0,sevennet_omni,finished,-0.49030303955078125,-0.46469879150390625,0,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed0_sevennet_omni,2026-06-19T03:48:46.300893,2026-06-19T04:09:43.278466
457,Pd100,ethane,1,sevennet_omni,finished,-0.5068740844726562,-0.48279571533203125,1,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed1_sevennet_omni,2026-06-19T03:49:17.535585,2026-06-19T04:10:12.413502
458,Pd100,ethane,2,sevennet_omni,finished,-0.5138931274414062,-0.48490142822265625,2,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed2_sevennet_omni,2026-06-19T03:52:08.055047,2026-06-19T04:12:25.131581
459,Pd100,ethane,3,sevennet_omni,finished,-0.49570465087890625,-0.46939849853515625,3,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed3_sevennet_omni,2026-06-19T03:52:18.551036,2026-06-19T04:11:43.031920
460,Pd100,ethane,4,sevennet_omni,finished,-0.48996734619140625,-0.46259307861328125,4,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed4_sevennet_omni,2026-06-19T03:52:28.129487,2026-06-19T04:12:12.328791
461,Pd100,ethane,5,sevennet_omni,finished,-0.5116653442382812,-0.48279571533203125,5,/home/jcho5/goad-global-optimization/runs/Pd100_ethane_seed5_sevennet_omni,2026-06-19T03:52:31.239937,2026-06-19T04:11:58.868038
462,Pd100,propane,0,sevennet_omni,finished,-0.5145301818847656,-0.4874000549316406,0,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed0_sevennet_omni,2026-06-19T03:52:33.782038,2026-06-19T04:15:20.312019
463,Pd100,propane,1,sevennet_omni,finished,-0.5234718322753906,-0.4989051818847656,1,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed1_sevennet_omni,2026-06-19T03:52:48.976657,2026-06-19T04:14:38.258008
464,Pd100,propane,2,sevennet_omni,finished,-0.5207862854003906,-0.4953346252441406,2,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed2_sevennet_omni,2026-06-19T03:52:51.282814,2026-06-19T04:14:32.989186
465,Pd100,propane,3,sevennet_omni,finished,-0.5238685607910156,-0.5024757385253906,3,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed3_sevennet_omni,2026-06-19T03:53:15.155360,2026-06-19T04:13:13.622744
466,Pd100,propane,4,sevennet_omni,finished,-0.5237159729003906,-0.5020179748535156,4,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed4_sevennet_omni,2026-06-19T03:53:18.553455,2026-06-19T04:15:00.056890
467,Pd100,propane,5,sevennet_omni,finished,-0.6180763244628906,-0.4983863830566406,5,/home/jcho5/goad-global-optimization/runs/Pd100_propane_seed5_sevennet_omni,2026-06-19T03:53:25.453164,2026-06-19T04:16:16.821428
468,Pd100,propene,0,sevennet_omni,finished,-1.3233680725097656,-0.8913917541503906,0,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed0_sevennet_omni,2026-06-19T03:53:55.123690,2026-06-19T04:14:58.871793
469,Pd100,propene,1,sevennet_omni,finished,-1.3807754516601562,-0.8659439086914062,1,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed1_sevennet_omni,2026-06-19T03:54:13.479362,2026-06-19T04:14:55.529545
470,Pd100,propene,2,sevennet_omni,finished,-1.32373046875,-0.876861572265625,2,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed2_sevennet_omni,2026-06-19T03:55:11.048504,2026-06-19T04:16:22.086950
471,Pd100,propene,3,sevennet_omni,finished,-1.4618263244628906,-0.7980995178222656,3,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed3_sevennet_omni,2026-06-19T03:55:29.875202,2026-06-19T04:17:51.237163
472,Pd100,propene,4,sevennet_omni,finished,-1.3580970764160156,-0.9023780822753906,4,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed4_sevennet_omni,2026-06-19T03:56:11.967622,2026-06-19T04:16:09.311996
473,Pd100,propene,5,sevennet_omni,finished,-1.3458900451660156,-0.8248939514160156,5,/home/jcho5/goad-global-optimization/runs/Pd100_propene_seed5_sevennet_omni,2026-06-19T03:56:27.893181,2026-06-19T04:17:05.618967
474,Pd100,propanol,0,sevennet_omni,finished,-0.7403068542480469,-0.6004142761230469,0,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed0_sevennet_omni,2026-06-19T03:56:46.170978,2026-06-19T04:19:54.672514
475,Pd100,propanol,1,sevennet_omni,finished,-0.6796340942382812,-0.5646133422851562,1,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed1_sevennet_omni,2026-06-19T03:56:51.635608,2026-06-19T04:20:07.396857
476,Pd100,propanol,2,sevennet_omni,finished,-0.7338333129882812,-0.5606765747070312,2,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed2_sevennet_omni,2026-06-19T03:56:54.171539,2026-06-19T04:20:38.452051
477,Pd100,propanol,3,sevennet_omni,finished,-0.7968215942382812,-0.6049575805664062,3,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed3_sevennet_omni,2026-06-19T03:57:00.335367,2026-06-19T04:20:42.231504
478,Pd100,propanol,4,sevennet_omni,finished,-0.7898330688476562,-0.6325149536132812,4,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed4_sevennet_omni,2026-06-19T03:57:20.824641,2026-06-19T04:21:05.637876
479,Pd100,propanol,5,sevennet_omni,finished,-0.7591018676757812,-0.6548233032226562,5,/home/jcho5/goad-global-optimization/runs/Pd100_propanol_seed5_sevennet_omni,2026-06-19T03:57:33.545675,2026-06-19T04:20:31.959281
480,Pd100,glycerol,0,sevennet_omni,finished,-0.6695175170898438,-0.44722747802734375,0,/home/jcho5/goad-global-optimization/runs/Pd100_glycerol_seed0_sevennet_omni,2026-06-19T03:57:59.608710,2026-06-19T04:25:01.383508
481,Pd100,glycerol,1,sevennet_omni,finished,-0.6457061767578125,-0.4822235107421875,1,/home/jcho5/goad-global-optimization/runs/Pd100_glycerol_seed1_sevennet_omni,2026-06-19T03:58:16.316524,2026-06-19T04:23:36.194375
482,Pd100,glycerol,2,sevennet_omni,finished,-0.8074264526367188,-0.6087875366210938,2,/home/jcho5/goad-global-optimization/runs/Pd100_glycerol_seed2_sevennet_omni,2026-06-19T04:00:31.520356,2026-06-19T04:26:36.977487
483,Pd100,glycerol,3,sevennet_omni,finished,-0.9322128295898438,-0.6400680541992188,3,/home/jcho5/goad-global-optimization/runs/Pd100_glycerol_seed3_sevennet_omni,2026-06-19T04:00:45.244022,2026-06-19T04:26:09.372906
484,Pd100,glycerol,4,sevennet_omni,finished,-0.5533065795898438,-0.41945648193359375,4,/home/jcho5/goad-global-optimization/runs/Pd100_glycerol_seed4_sevennet_omni,2026-06-19T04:00:47.993068,2026-06-19T04:26:32.075878
