system_id,molecule,name,metal,facet,group,natoms,n_fixed,gallery_cif,poscar
CO2_Rh110,CO2,CO2,Rh,110,new,27,12,Rh110_CO2_sevennet_omni.cif,dft_jobs/CO2_Rh110/POSCAR
H2CO_Rh110,H2CO,formaldehyde,Rh,110,new,28,12,Rh110_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Rh110/POSCAR
H2O_Rh110,H2O,water,Rh,110,new,27,12,Rh110_H2O_sevennet_omni.cif,dft_jobs/H2O_Rh110/POSCAR
H2S_Rh110,H2S,H2S,Rh,110,new,27,12,Rh110_H2S_sevennet_omni.cif,dft_jobs/H2S_Rh110/POSCAR
HCOOH_Rh110,HCOOH,formic_acid,Rh,110,new,29,12,Rh110_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Rh110/POSCAR
N2_Rh110,N2,N2,Rh,110,new,26,12,Rh110_N2_sevennet_omni.cif,dft_jobs/N2_Rh110/POSCAR
NH3_Rh110,NH3,ammonia,Rh,110,new,28,12,Rh110_NH3_sevennet_omni.cif,dft_jobs/NH3_Rh110/POSCAR
NO_Rh110,NO,NO,Rh,110,new,26,12,Rh110_NO_sevennet_omni.cif,dft_jobs/NO_Rh110/POSCAR
SO2_Rh110,SO2,SO2,Rh,110,new,27,12,Rh110_SO2_sevennet_omni.cif,dft_jobs/SO2_Rh110/POSCAR
C2H4_Rh111,C2H4,ethylene,Rh,111,new,70,32,Rh111_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Rh111/POSCAR
C2H6_Rh111,C2H6,ethane,Rh,111,new,72,32,Rh111_ethane_sevennet_omni.cif,dft_jobs/C2H6_Rh111/POSCAR
CH3_Rh111,CH3,methyl,Rh,111,new,68,32,Rh111_CH3_sevennet_omni.cif,dft_jobs/CH3_Rh111/POSCAR
CH3CH2OH_Rh111,CH3CH2OH,ethanol,Rh,111,new,73,32,Rh111_ethanol_sevennet_omni.cif,dft_jobs/CH3CH2OH_Rh111/POSCAR
CH3CHO_Rh111,CH3CHO,acetaldehyde,Rh,111,new,71,32,Rh111_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Rh111/POSCAR
CH3COOH_Rh111,CH3COOH,acetic_acid,Rh,111,new,72,32,Rh111_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Rh111/POSCAR
CH3OCH3_Rh111,CH3OCH3,DME,Rh,111,new,73,32,Rh111_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Rh111/POSCAR
CH4_Rh111,CH4,methane,Rh,111,new,69,32,Rh111_CH4_sevennet_omni.cif,dft_jobs/CH4_Rh111/POSCAR
CO_Rh111,CO,CO,Rh,111,new,66,32,Rh111_CO_sevennet_omni.cif,dft_jobs/CO_Rh111/POSCAR
CO2_Rh111,CO2,CO2,Rh,111,new,67,32,Rh111_CO2_sevennet_omni.cif,dft_jobs/CO2_Rh111/POSCAR
H2CO_Rh111,H2CO,formaldehyde,Rh,111,new,68,32,Rh111_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Rh111/POSCAR
H2O_Rh111,H2O,water,Rh,111,new,67,32,Rh111_H2O_sevennet_omni.cif,dft_jobs/H2O_Rh111/POSCAR
H2S_Rh111,H2S,H2S,Rh,111,new,67,32,Rh111_H2S_sevennet_omni.cif,dft_jobs/H2S_Rh111/POSCAR
HCOOH_Rh111,HCOOH,formic_acid,Rh,111,new,69,32,Rh111_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Rh111/POSCAR
N2_Rh111,N2,N2,Rh,111,new,66,32,Rh111_N2_sevennet_omni.cif,dft_jobs/N2_Rh111/POSCAR
NH3_Rh111,NH3,ammonia,Rh,111,new,68,32,Rh111_NH3_sevennet_omni.cif,dft_jobs/NH3_Rh111/POSCAR
NO_Rh111,NO,NO,Rh,111,new,66,32,Rh111_NO_sevennet_omni.cif,dft_jobs/NO_Rh111/POSCAR
SO2_Rh111,SO2,SO2,Rh,111,new,67,32,Rh111_SO2_sevennet_omni.cif,dft_jobs/SO2_Rh111/POSCAR
CH3OH_Cu100,CH3OH,methanol,Cu,100,orig_cupdpt,70,32,Cu100_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Cu100/POSCAR
CH3OH_Cu110,CH3OH,methanol,Cu,110,orig_cupdpt,30,12,Cu110_methanol.cif,dft_jobs/CH3OH_Cu110/POSCAR
CH3OH_Pd100,CH3OH,methanol,Pd,100,orig_cupdpt,42,18,Pd100_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pd100/POSCAR
CH3OH_Pd110,CH3OH,methanol,Pd,110,orig_cupdpt,30,12,Pd110_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pd110/POSCAR
CH3OH_Pd111,CH3OH,methanol,Pd,111,orig_cupdpt,42,18,Pd111_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pd111/POSCAR
CH3OH_Pt100,CH3OH,methanol,Pt,100,orig_cupdpt,42,18,Pt100_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pt100/POSCAR
CH3OH_Pt110,CH3OH,methanol,Pt,110,orig_cupdpt,30,12,Pt110_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pt110/POSCAR
CH3OH_Pt111,CH3OH,methanol,Pt,111,orig_cupdpt,42,18,Pt111_methanol_sevennet_omni.cif,dft_jobs/CH3OH_Pt111/POSCAR
CO_Cu100,CO,CO,Cu,100,orig_cupdpt,66,32,Cu100_CO_sevennet_omni.cif,dft_jobs/CO_Cu100/POSCAR
CO_Cu110,CO,CO,Cu,110,orig_cupdpt,26,12,Cu110_CO_sevennet_omni.cif,dft_jobs/CO_Cu110/POSCAR
CO_Pd100,CO,CO,Pd,100,orig_cupdpt,38,18,Pd100_CO_sevennet_omni.cif,dft_jobs/CO_Pd100/POSCAR
CO_Pd110,CO,CO,Pd,110,orig_cupdpt,26,12,Pd110_CO_sevennet_omni.cif,dft_jobs/CO_Pd110/POSCAR
CO_Pt100,CO,CO,Pt,100,orig_cupdpt,38,18,Pt100_CO_sevennet_omni.cif,dft_jobs/CO_Pt100/POSCAR
CO_Pt110,CO,CO,Pt,110,orig_cupdpt,26,12,Pt110_CO_sevennet_omni.cif,dft_jobs/CO_Pt110/POSCAR
CO2_Cu100,CO2,CO2,Cu,100,orig_cupdpt,67,32,Cu100_CO2_sevennet_omni.cif,dft_jobs/CO2_Cu100/POSCAR
CO2_Cu110,CO2,CO2,Cu,110,orig_cupdpt,27,12,Cu110_CO2_sevennet_omni.cif,dft_jobs/CO2_Cu110/POSCAR
CO2_Pd100,CO2,CO2,Pd,100,orig_cupdpt,67,32,Pd100_CO2_sevennet_omni.cif,dft_jobs/CO2_Pd100/POSCAR
CO2_Pd110,CO2,CO2,Pd,110,orig_cupdpt,27,12,Pd110_CO2_sevennet_omni.cif,dft_jobs/CO2_Pd110/POSCAR
CO2_Pd111,CO2,CO2,Pd,111,orig_cupdpt,67,32,Pd111_CO2_sevennet_omni.cif,dft_jobs/CO2_Pd111/POSCAR
CO2_Pt100,CO2,CO2,Pt,100,orig_cupdpt,67,32,Pt100_CO2_sevennet_omni.cif,dft_jobs/CO2_Pt100/POSCAR
CO2_Pt110,CO2,CO2,Pt,110,orig_cupdpt,27,12,Pt110_CO2_sevennet_omni.cif,dft_jobs/CO2_Pt110/POSCAR
CO2_Pt111,CO2,CO2,Pt,111,orig_cupdpt,67,32,Pt111_CO2_sevennet_omni.cif,dft_jobs/CO2_Pt111/POSCAR
HCOOH_Cu100,HCOOH,formic_acid,Cu,100,orig_cupdpt,69,32,Cu100_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Cu100/POSCAR
HCOOH_Cu110,HCOOH,formic_acid,Cu,110,orig_cupdpt,29,12,Cu110_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Cu110/POSCAR
HCOOH_Pd100,HCOOH,formic_acid,Pd,100,orig_cupdpt,41,18,Pd100_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pd100/POSCAR
HCOOH_Pd110,HCOOH,formic_acid,Pd,110,orig_cupdpt,29,12,Pd110_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pd110/POSCAR
HCOOH_Pd111,HCOOH,formic_acid,Pd,111,orig_cupdpt,41,18,Pd111_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pd111/POSCAR
HCOOH_Pt100,HCOOH,formic_acid,Pt,100,orig_cupdpt,41,18,Pt100_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pt100/POSCAR
HCOOH_Pt110,HCOOH,formic_acid,Pt,110,orig_cupdpt,29,12,Pt110_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pt110/POSCAR
HCOOH_Pt111,HCOOH,formic_acid,Pt,111,orig_cupdpt,41,18,Pt111_formic_acid_sevennet_omni.cif,dft_jobs/HCOOH_Pt111/POSCAR
C2H4_Cu100,C2H4,ethylene,Cu,100,orig_cupdpt,70,32,Cu100_ethylene.cif,dft_jobs/C2H4_Cu100/POSCAR
C2H4_Cu110,C2H4,ethylene,Cu,110,orig_cupdpt,30,12,Cu110_ethylene.cif,dft_jobs/C2H4_Cu110/POSCAR
C2H4_Cu111,C2H4,ethylene,Cu,111,orig_cupdpt,70,32,Cu111_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Cu111/POSCAR
C2H4_Pd100,C2H4,ethylene,Pd,100,orig_cupdpt,42,18,Pd100_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Pd100/POSCAR
C2H4_Pd110,C2H4,ethylene,Pd,110,orig_cupdpt,30,12,Pd110_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Pd110/POSCAR
C2H4_Pd111,C2H4,ethylene,Pd,111,orig_cupdpt,42,18,Pd111_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Pd111/POSCAR
C2H4_Pt100,C2H4,ethylene,Pt,100,orig_cupdpt,42,18,Pt100_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Pt100/POSCAR
C2H4_Pt110,C2H4,ethylene,Pt,110,orig_cupdpt,30,12,Pt110_ethylene_sevennet_omni.cif,dft_jobs/C2H4_Pt110/POSCAR
C2H6_Cu100,C2H6,ethane,Cu,100,orig_cupdpt,72,32,Cu100_ethane_sevennet_omni.cif,dft_jobs/C2H6_Cu100/POSCAR
C2H6_Cu110,C2H6,ethane,Cu,110,orig_cupdpt,32,12,Cu110_ethane_sevennet_omni.cif,dft_jobs/C2H6_Cu110/POSCAR
C2H6_Cu111,C2H6,ethane,Cu,111,orig_cupdpt,72,32,Cu111_ethane_sevennet_omni.cif,dft_jobs/C2H6_Cu111/POSCAR
C2H6_Pd100,C2H6,ethane,Pd,100,orig_cupdpt,72,32,Pd100_ethane.cif,dft_jobs/C2H6_Pd100/POSCAR
C2H6_Pd110,C2H6,ethane,Pd,110,orig_cupdpt,72,32,Pd110_ethane.cif,dft_jobs/C2H6_Pd110/POSCAR
C2H6_Pd111,C2H6,ethane,Pd,111,orig_cupdpt,72,32,Pd111_ethane.cif,dft_jobs/C2H6_Pd111/POSCAR
C2H6_Pt100,C2H6,ethane,Pt,100,orig_cupdpt,72,32,Pt100_ethane.cif,dft_jobs/C2H6_Pt100/POSCAR
C2H6_Pt110,C2H6,ethane,Pt,110,orig_cupdpt,72,32,Pt110_ethane.cif,dft_jobs/C2H6_Pt110/POSCAR
CH3_Cu100,CH3,methyl,Cu,100,orig_cupdpt,68,32,Cu100_CH3_sevennet_omni.cif,dft_jobs/CH3_Cu100/POSCAR
CH3_Cu110,CH3,methyl,Cu,110,orig_cupdpt,28,12,Cu110_CH3_sevennet_omni.cif,dft_jobs/CH3_Cu110/POSCAR
CH3_Cu111,CH3,methyl,Cu,111,orig_cupdpt,68,32,Cu111_CH3_sevennet_omni.cif,dft_jobs/CH3_Cu111/POSCAR
CH3_Pd100,CH3,methyl,Pd,100,orig_cupdpt,40,18,Pd100_CH3_sevennet_omni.cif,dft_jobs/CH3_Pd100/POSCAR
CH3_Pd110,CH3,methyl,Pd,110,orig_cupdpt,28,12,Pd110_CH3_sevennet_omni.cif,dft_jobs/CH3_Pd110/POSCAR
CH3_Pd111,CH3,methyl,Pd,111,orig_cupdpt,40,18,Pd111_CH3_sevennet_omni.cif,dft_jobs/CH3_Pd111/POSCAR
CH3_Pt100,CH3,methyl,Pt,100,orig_cupdpt,40,18,Pt100_CH3_sevennet_omni.cif,dft_jobs/CH3_Pt100/POSCAR
CH3_Pt110,CH3,methyl,Pt,110,orig_cupdpt,28,12,Pt110_CH3_sevennet_omni.cif,dft_jobs/CH3_Pt110/POSCAR
CH3CH2OH_Cu100,CH3CH2OH,ethanol,Cu,100,orig_cupdpt,73,32,Cu100_ethanol_sevennet_omni.cif,dft_jobs/CH3CH2OH_Cu100/POSCAR
CH3CH2OH_Cu110,CH3CH2OH,ethanol,Cu,110,orig_cupdpt,73,32,Cu110_ethanol.cif,dft_jobs/CH3CH2OH_Cu110/POSCAR
CH3CH2OH_Cu111,CH3CH2OH,ethanol,Cu,111,orig_cupdpt,73,32,Cu111_ethanol_sevennet_omni.cif,dft_jobs/CH3CH2OH_Cu111/POSCAR
CH3CH2OH_Pd100,CH3CH2OH,ethanol,Pd,100,orig_cupdpt,73,32,Pd100_ethanol.cif,dft_jobs/CH3CH2OH_Pd100/POSCAR
CH3CH2OH_Pd110,CH3CH2OH,ethanol,Pd,110,orig_cupdpt,73,32,Pd110_ethanol.cif,dft_jobs/CH3CH2OH_Pd110/POSCAR
CH3CH2OH_Pd111,CH3CH2OH,ethanol,Pd,111,orig_cupdpt,73,32,Pd111_ethanol.cif,dft_jobs/CH3CH2OH_Pd111/POSCAR
CH3CH2OH_Pt100,CH3CH2OH,ethanol,Pt,100,orig_cupdpt,73,32,Pt100_ethanol.cif,dft_jobs/CH3CH2OH_Pt100/POSCAR
CH3CH2OH_Pt110,CH3CH2OH,ethanol,Pt,110,orig_cupdpt,73,32,Pt110_ethanol.cif,dft_jobs/CH3CH2OH_Pt110/POSCAR
CH3CHO_Cu100,CH3CHO,acetaldehyde,Cu,100,orig_cupdpt,71,32,Cu100_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Cu100/POSCAR
CH3CHO_Cu110,CH3CHO,acetaldehyde,Cu,110,orig_cupdpt,31,12,Cu110_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Cu110/POSCAR
CH3CHO_Cu111,CH3CHO,acetaldehyde,Cu,111,orig_cupdpt,71,32,Cu111_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Cu111/POSCAR
CH3CHO_Pd100,CH3CHO,acetaldehyde,Pd,100,orig_cupdpt,43,18,Pd100_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Pd100/POSCAR
CH3CHO_Pd110,CH3CHO,acetaldehyde,Pd,110,orig_cupdpt,31,12,Pd110_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Pd110/POSCAR
CH3CHO_Pd111,CH3CHO,acetaldehyde,Pd,111,orig_cupdpt,43,18,Pd111_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Pd111/POSCAR
CH3CHO_Pt100,CH3CHO,acetaldehyde,Pt,100,orig_cupdpt,43,18,Pt100_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Pt100/POSCAR
CH3CHO_Pt110,CH3CHO,acetaldehyde,Pt,110,orig_cupdpt,31,12,Pt110_acetaldehyde_sevennet_omni.cif,dft_jobs/CH3CHO_Pt110/POSCAR
CH3COOH_Cu100,CH3COOH,acetic_acid,Cu,100,orig_cupdpt,72,32,Cu100_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Cu100/POSCAR
CH3COOH_Cu110,CH3COOH,acetic_acid,Cu,110,orig_cupdpt,32,12,Cu110_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Cu110/POSCAR
CH3COOH_Cu111,CH3COOH,acetic_acid,Cu,111,orig_cupdpt,72,32,Cu111_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Cu111/POSCAR
CH3COOH_Pd100,CH3COOH,acetic_acid,Pd,100,orig_cupdpt,44,18,Pd100_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Pd100/POSCAR
CH3COOH_Pd110,CH3COOH,acetic_acid,Pd,110,orig_cupdpt,32,12,Pd110_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Pd110/POSCAR
CH3COOH_Pd111,CH3COOH,acetic_acid,Pd,111,orig_cupdpt,44,18,Pd111_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Pd111/POSCAR
CH3COOH_Pt100,CH3COOH,acetic_acid,Pt,100,orig_cupdpt,44,18,Pt100_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Pt100/POSCAR
CH3COOH_Pt110,CH3COOH,acetic_acid,Pt,110,orig_cupdpt,32,12,Pt110_acetic_acid_sevennet_omni.cif,dft_jobs/CH3COOH_Pt110/POSCAR
CH3OCH3_Cu100,CH3OCH3,DME,Cu,100,orig_cupdpt,73,32,Cu100_DME.cif,dft_jobs/CH3OCH3_Cu100/POSCAR
CH3OCH3_Cu110,CH3OCH3,DME,Cu,110,orig_cupdpt,33,12,Cu110_DME.cif,dft_jobs/CH3OCH3_Cu110/POSCAR
CH3OCH3_Cu111,CH3OCH3,DME,Cu,111,orig_cupdpt,73,32,Cu111_DME.cif,dft_jobs/CH3OCH3_Cu111/POSCAR
CH3OCH3_Pd100,CH3OCH3,DME,Pd,100,orig_cupdpt,45,18,Pd100_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Pd100/POSCAR
CH3OCH3_Pd110,CH3OCH3,DME,Pd,110,orig_cupdpt,33,12,Pd110_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Pd110/POSCAR
CH3OCH3_Pd111,CH3OCH3,DME,Pd,111,orig_cupdpt,45,18,Pd111_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Pd111/POSCAR
CH3OCH3_Pt100,CH3OCH3,DME,Pt,100,orig_cupdpt,45,18,Pt100_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Pt100/POSCAR
CH3OCH3_Pt110,CH3OCH3,DME,Pt,110,orig_cupdpt,33,12,Pt110_DME_sevennet_omni.cif,dft_jobs/CH3OCH3_Pt110/POSCAR
CH4_Cu100,CH4,methane,Cu,100,orig_cupdpt,69,32,Cu100_CH4_sevennet_omni.cif,dft_jobs/CH4_Cu100/POSCAR
CH4_Cu110,CH4,methane,Cu,110,orig_cupdpt,29,12,Cu110_CH4_sevennet_omni.cif,dft_jobs/CH4_Cu110/POSCAR
CH4_Cu111,CH4,methane,Cu,111,orig_cupdpt,69,32,Cu111_CH4_sevennet_omni.cif,dft_jobs/CH4_Cu111/POSCAR
CH4_Pd100,CH4,methane,Pd,100,orig_cupdpt,41,18,Pd100_CH4_sevennet_omni.cif,dft_jobs/CH4_Pd100/POSCAR
CH4_Pd110,CH4,methane,Pd,110,orig_cupdpt,29,12,Pd110_CH4_sevennet_omni.cif,dft_jobs/CH4_Pd110/POSCAR
CH4_Pd111,CH4,methane,Pd,111,orig_cupdpt,41,18,Pd111_CH4_sevennet_omni.cif,dft_jobs/CH4_Pd111/POSCAR
CH4_Pt100,CH4,methane,Pt,100,orig_cupdpt,41,18,Pt100_CH4_sevennet_omni.cif,dft_jobs/CH4_Pt100/POSCAR
CH4_Pt110,CH4,methane,Pt,110,orig_cupdpt,29,12,Pt110_CH4_sevennet_omni.cif,dft_jobs/CH4_Pt110/POSCAR
H2CO_Cu100,H2CO,formaldehyde,Cu,100,orig_cupdpt,68,32,Cu100_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Cu100/POSCAR
H2CO_Cu110,H2CO,formaldehyde,Cu,110,orig_cupdpt,28,12,Cu110_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Cu110/POSCAR
H2CO_Cu111,H2CO,formaldehyde,Cu,111,orig_cupdpt,68,32,Cu111_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Cu111/POSCAR
H2CO_Pd100,H2CO,formaldehyde,Pd,100,orig_cupdpt,40,18,Pd100_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Pd100/POSCAR
H2CO_Pd110,H2CO,formaldehyde,Pd,110,orig_cupdpt,28,12,Pd110_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Pd110/POSCAR
H2CO_Pd111,H2CO,formaldehyde,Pd,111,orig_cupdpt,40,18,Pd111_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Pd111/POSCAR
H2CO_Pt100,H2CO,formaldehyde,Pt,100,orig_cupdpt,40,18,Pt100_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Pt100/POSCAR
H2CO_Pt110,H2CO,formaldehyde,Pt,110,orig_cupdpt,28,12,Pt110_formaldehyde_sevennet_omni.cif,dft_jobs/H2CO_Pt110/POSCAR
H2O_Cu100,H2O,water,Cu,100,orig_cupdpt,67,32,Cu100_H2O_sevennet_omni.cif,dft_jobs/H2O_Cu100/POSCAR
H2O_Cu110,H2O,water,Cu,110,orig_cupdpt,27,12,Cu110_H2O_sevennet_omni.cif,dft_jobs/H2O_Cu110/POSCAR
H2O_Cu111,H2O,water,Cu,111,orig_cupdpt,67,32,Cu111_H2O_sevennet_omni.cif,dft_jobs/H2O_Cu111/POSCAR
H2O_Pd100,H2O,water,Pd,100,orig_cupdpt,39,18,Pd100_H2O_sevennet_omni.cif,dft_jobs/H2O_Pd100/POSCAR
H2O_Pd110,H2O,water,Pd,110,orig_cupdpt,27,12,Pd110_H2O_sevennet_omni.cif,dft_jobs/H2O_Pd110/POSCAR
H2O_Pd111,H2O,water,Pd,111,orig_cupdpt,39,18,Pd111_H2O_sevennet_omni.cif,dft_jobs/H2O_Pd111/POSCAR
H2O_Pt100,H2O,water,Pt,100,orig_cupdpt,39,18,Pt100_H2O_sevennet_omni.cif,dft_jobs/H2O_Pt100/POSCAR
H2O_Pt110,H2O,water,Pt,110,orig_cupdpt,27,12,Pt110_H2O_sevennet_omni.cif,dft_jobs/H2O_Pt110/POSCAR
H2S_Cu100,H2S,H2S,Cu,100,orig_cupdpt,67,32,Cu100_H2S_sevennet_omni.cif,dft_jobs/H2S_Cu100/POSCAR
H2S_Cu110,H2S,H2S,Cu,110,orig_cupdpt,27,12,Cu110_H2S_sevennet_omni.cif,dft_jobs/H2S_Cu110/POSCAR
H2S_Cu111,H2S,H2S,Cu,111,orig_cupdpt,67,32,Cu111_H2S_sevennet_omni.cif,dft_jobs/H2S_Cu111/POSCAR
H2S_Pd100,H2S,H2S,Pd,100,orig_cupdpt,39,18,Pd100_H2S_sevennet_omni.cif,dft_jobs/H2S_Pd100/POSCAR
H2S_Pd110,H2S,H2S,Pd,110,orig_cupdpt,27,12,Pd110_H2S_sevennet_omni.cif,dft_jobs/H2S_Pd110/POSCAR
H2S_Pd111,H2S,H2S,Pd,111,orig_cupdpt,39,18,Pd111_H2S_sevennet_omni.cif,dft_jobs/H2S_Pd111/POSCAR
H2S_Pt100,H2S,H2S,Pt,100,orig_cupdpt,39,18,Pt100_H2S_sevennet_omni.cif,dft_jobs/H2S_Pt100/POSCAR
H2S_Pt110,H2S,H2S,Pt,110,orig_cupdpt,27,12,Pt110_H2S_sevennet_omni.cif,dft_jobs/H2S_Pt110/POSCAR
N2_Cu100,N2,N2,Cu,100,orig_cupdpt,66,32,Cu100_N2_sevennet_omni.cif,dft_jobs/N2_Cu100/POSCAR
N2_Cu110,N2,N2,Cu,110,orig_cupdpt,26,12,Cu110_N2_sevennet_omni.cif,dft_jobs/N2_Cu110/POSCAR
N2_Cu111,N2,N2,Cu,111,orig_cupdpt,66,32,Cu111_N2_sevennet_omni.cif,dft_jobs/N2_Cu111/POSCAR
N2_Pd100,N2,N2,Pd,100,orig_cupdpt,38,18,Pd100_N2_sevennet_omni.cif,dft_jobs/N2_Pd100/POSCAR
N2_Pd110,N2,N2,Pd,110,orig_cupdpt,26,12,Pd110_N2_sevennet_omni.cif,dft_jobs/N2_Pd110/POSCAR
N2_Pd111,N2,N2,Pd,111,orig_cupdpt,38,18,Pd111_N2_sevennet_omni.cif,dft_jobs/N2_Pd111/POSCAR
N2_Pt100,N2,N2,Pt,100,orig_cupdpt,38,18,Pt100_N2_sevennet_omni.cif,dft_jobs/N2_Pt100/POSCAR
N2_Pt110,N2,N2,Pt,110,orig_cupdpt,26,12,Pt110_N2_sevennet_omni.cif,dft_jobs/N2_Pt110/POSCAR
NH3_Cu100,NH3,ammonia,Cu,100,orig_cupdpt,68,32,Cu100_NH3_sevennet_omni.cif,dft_jobs/NH3_Cu100/POSCAR
NH3_Cu110,NH3,ammonia,Cu,110,orig_cupdpt,28,12,Cu110_NH3_sevennet_omni.cif,dft_jobs/NH3_Cu110/POSCAR
NH3_Cu111,NH3,ammonia,Cu,111,orig_cupdpt,68,32,Cu111_NH3_sevennet_omni.cif,dft_jobs/NH3_Cu111/POSCAR
NH3_Pd100,NH3,ammonia,Pd,100,orig_cupdpt,40,18,Pd100_NH3_sevennet_omni.cif,dft_jobs/NH3_Pd100/POSCAR
NH3_Pd110,NH3,ammonia,Pd,110,orig_cupdpt,28,12,Pd110_NH3_sevennet_omni.cif,dft_jobs/NH3_Pd110/POSCAR
NH3_Pd111,NH3,ammonia,Pd,111,orig_cupdpt,40,18,Pd111_NH3_sevennet_omni.cif,dft_jobs/NH3_Pd111/POSCAR
NH3_Pt100,NH3,ammonia,Pt,100,orig_cupdpt,40,18,Pt100_NH3_sevennet_omni.cif,dft_jobs/NH3_Pt100/POSCAR
NH3_Pt110,NH3,ammonia,Pt,110,orig_cupdpt,28,12,Pt110_NH3_sevennet_omni.cif,dft_jobs/NH3_Pt110/POSCAR
NO_Cu100,NO,NO,Cu,100,orig_cupdpt,66,32,Cu100_NO_sevennet_omni.cif,dft_jobs/NO_Cu100/POSCAR
NO_Cu110,NO,NO,Cu,110,orig_cupdpt,26,12,Cu110_NO_sevennet_omni.cif,dft_jobs/NO_Cu110/POSCAR
NO_Cu111,NO,NO,Cu,111,orig_cupdpt,66,32,Cu111_NO_sevennet_omni.cif,dft_jobs/NO_Cu111/POSCAR
NO_Pd100,NO,NO,Pd,100,orig_cupdpt,38,18,Pd100_NO_sevennet_omni.cif,dft_jobs/NO_Pd100/POSCAR
NO_Pd110,NO,NO,Pd,110,orig_cupdpt,26,12,Pd110_NO_sevennet_omni.cif,dft_jobs/NO_Pd110/POSCAR
NO_Pd111,NO,NO,Pd,111,orig_cupdpt,38,18,Pd111_NO_sevennet_omni.cif,dft_jobs/NO_Pd111/POSCAR
NO_Pt100,NO,NO,Pt,100,orig_cupdpt,38,18,Pt100_NO_sevennet_omni.cif,dft_jobs/NO_Pt100/POSCAR
NO_Pt110,NO,NO,Pt,110,orig_cupdpt,26,12,Pt110_NO_sevennet_omni.cif,dft_jobs/NO_Pt110/POSCAR
SO2_Cu100,SO2,SO2,Cu,100,orig_cupdpt,67,32,Cu100_SO2_sevennet_omni.cif,dft_jobs/SO2_Cu100/POSCAR
SO2_Cu110,SO2,SO2,Cu,110,orig_cupdpt,27,12,Cu110_SO2_sevennet_omni.cif,dft_jobs/SO2_Cu110/POSCAR
SO2_Cu111,SO2,SO2,Cu,111,orig_cupdpt,67,32,Cu111_SO2_sevennet_omni.cif,dft_jobs/SO2_Cu111/POSCAR
SO2_Pd100,SO2,SO2,Pd,100,orig_cupdpt,39,18,Pd100_SO2_sevennet_omni.cif,dft_jobs/SO2_Pd100/POSCAR
SO2_Pd110,SO2,SO2,Pd,110,orig_cupdpt,27,12,Pd110_SO2_sevennet_omni.cif,dft_jobs/SO2_Pd110/POSCAR
